ID	Population	Assigned
17204	Puyjalon	non
17205	Puyjalon	non
17206	Puyjalon	non
17207	Puyjalon	non
17209	Romaine	non
17210	Puyjalon	non
17211	Puyjalon	non
17212	Puyjalon	non
17213	Puyjalon	non
17214	Puyjalon	non
18001	Romaine	non
18002	Romaine	non
19031	Puyjalon	non
19032	Puyjalon	non
19033	Puyjalon	oui
19034	Puyjalon	non
19035	Puyjalon	non
19036	Puyjalon	non
19037	Puyjalon	non
19038	Puyjalon	oui
19039	Romaine	oui
19040	Puyjalon	non
19041	Puyjalon	oui
19042	Puyjalon	non
19043	Puyjalon	non
19044	Puyjalon	oui
19045	Puyjalon	oui
19046	Puyjalon	oui
19047	Puyjalon	oui
19048	Puyjalon	non
19049	Puyjalon	non
19050	Romaine	non
19051	Puyjalon	non
19052	Puyjalon	non
19053	Puyjalon	non
19054	Puyjalon	non
19055	Puyjalon	non
19056	Puyjalon	oui
19057	Puyjalon	non
19058	Puyjalon	non
19059	Puyjalon	non
19060	Puyjalon	oui
19061	Puyjalon	non
19062	Romaine	non
19063	Puyjalon	non
19064	Romaine	non
19065	Puyjalon	non
19066	Puyjalon	non
20019	Puyjalon	oui
20020	Puyjalon	non
20021	Puyjalon	non
20022	Puyjalon	non
20023	Puyjalon	oui
20024	Romaine	non
20025	Puyjalon	non
20026	Puyjalon	non
20027	Puyjalon	oui
20028	Puyjalon	non
20029	Puyjalon	oui
20030	Puyjalon	oui
20031	Puyjalon	non
20032	Puyjalon	non
20033	Puyjalon	non
20034	Puyjalon	non
20035	Puyjalon	non
20036	Romaine	non
20037	Puyjalon	non
20038	Puyjalon	non
20039	Puyjalon	non
20040	Puyjalon	oui
20041	Puyjalon	non
20042	Romaine	non
20043	Puyjalon	non
20044	Puyjalon	non
20045	Puyjalon	non
20046	Puyjalon	non
20047	Puyjalon	non
20048	Puyjalon	non
20049	Puyjalon	non
20050	Puyjalon	non
20051	Puyjalon	oui
20052	Puyjalon	non
20053	Puyjalon	oui
20054	Puyjalon	non
20055	Puyjalon	non
20056	Puyjalon	oui
20057	Puyjalon	non
20058	Puyjalon	non
20059	Puyjalon	non
20060	Puyjalon	non
20061	Puyjalon	non
20062	Puyjalon	non
20063	Puyjalon	oui
20064	Puyjalon	non
20065	Puyjalon	non
20066	Romaine	oui
20067	Puyjalon	non
20068	Puyjalon	oui
20069	Puyjalon	non
20070	Puyjalon	oui
20071	Puyjalon	non
20072	Puyjalon	non
20073	Puyjalon	non
20074	Puyjalon	non
20075	Puyjalon	non
20076	Puyjalon	non
20077	Romaine	non
20078	Puyjalon	non
20079	Puyjalon	non
20080	Romaine	non
20081	Puyjalon	non
20082	Puyjalon	non
20083	Puyjalon	non
20084	Puyjalon	non
20085	Romaine	oui
20086	Puyjalon	non
20087	Puyjalon	non
20088	Puyjalon	non
20089	Puyjalon	non
20090	Puyjalon	oui
20091	Puyjalon	non
20092	Puyjalon	non
20093	Romaine	non
20094	Puyjalon	non
20095	Puyjalon	non
20096	Puyjalon	non
20097	Puyjalon	non
20098	Puyjalon	non
20099	Puyjalon	non
20100	Romaine	non
20101	Puyjalon	non
20102	Puyjalon	oui
20103	Puyjalon	non
20104	Puyjalon	non
20105	Puyjalon	non
20106	Puyjalon	non
21035	Puyjalon	oui
21036	Puyjalon	non
21037	Puyjalon	non
21038	Puyjalon	non
21039	Puyjalon	non
21040	Puyjalon	non
21041	Puyjalon	non
21042	Puyjalon	non
21043	Puyjalon	non
21044	Puyjalon	non
21045	Puyjalon	non
21046	Puyjalon	non
21047	Puyjalon	non
21048	Puyjalon	non
21049	Puyjalon	non
21050	Puyjalon	non
21051	Romaine	non
21052	Puyjalon	oui
21053	Puyjalon	non
21054	Romaine	oui
21055	Puyjalon	non
21056	Puyjalon	non
21057	Puyjalon	non
21058	Romaine	oui
21059	Puyjalon	non
21060	Puyjalon	non
21061	Puyjalon	non
21062	Puyjalon	non
21063	Puyjalon	non
21064	Puyjalon	non
21065	Puyjalon	non
21066	Puyjalon	non
21067	Puyjalon	non
21068	Puyjalon	non
21069	Puyjalon	non
21070	Puyjalon	non
21071	Puyjalon	non
21072	Puyjalon	non
21073	Puyjalon	non
21074	Romaine	oui
21075	Puyjalon	non
21076	Puyjalon	non
21077	Puyjalon	non
21078	Romaine	Sheldrake
21079	Puyjalon	non
21080	Puyjalon	non
21081	Puyjalon	non
21082	Puyjalon	non
21083	Puyjalon	non
21084	Puyjalon	non
21085	Romaine	oui
21086	Romaine	Sheldrake
21087	Puyjalon	non
21088	Puyjalon	non
21089	Romaine	oui
21090	Romaine	oui
21091	Romaine	oui
21092	Puyjalon	non
21093	Romaine	oui
21094	Puyjalon	non
21095	Puyjalon	non
21096	Puyjalon	non
21097	Puyjalon	non
21098	Puyjalon	non
21099	Puyjalon	oui
21100	Romaine	oui
21101	Puyjalon	non
21102	Puyjalon	non
21103	Puyjalon	non
21104	Puyjalon	Sheldrake
21105	Puyjalon	non
21106	Puyjalon	non
21107	Puyjalon	non
21108	Puyjalon	non
21109	Puyjalon	oui
21110	Puyjalon	non
21111	Puyjalon	non
21112	Puyjalon	non
21113	Puyjalon	non
21114	Romaine	non
21115	Puyjalon	non
21116	Puyjalon	non
21117	Puyjalon	non
21118	Romaine	non
21119	Puyjalon	non
21120	Romaine	non
21121	Puyjalon	non
21122	Puyjalon	non
21123	Puyjalon	non
21124	Puyjalon	non
21125	Puyjalon	non
21126	Puyjalon	non
21127	Puyjalon	non
21128	Puyjalon	non
21129	Puyjalon	non
21130	Puyjalon	non
21131	Puyjalon	non
21132	Puyjalon	non
21133	Puyjalon	non
21134	Puyjalon	non
21135	Puyjalon	non
21136	Puyjalon	non
21137	Puyjalon	non
21138	Romaine	non
21139	Puyjalon	oui
21140	Puyjalon	oui
21141	Puyjalon	non
21142	Puyjalon	non
21143	Puyjalon	non
21144	Puyjalon	non
21145	Puyjalon	non
21146	Puyjalon	non
21147	Puyjalon	non
21148	Puyjalon	non
21149	Puyjalon	non
21150	Puyjalon	non
21151	Puyjalon	non
21152	Puyjalon	non
21153	Puyjalon	non
21154	Puyjalon	non
21155	Puyjalon	non
21156	Romaine	non
22088	Puyjalon	non
22089	Romaine	non
22090	Puyjalon	non
22091	Romaine	non
22092	Romaine	non
17R0002	Puyjalon	non
17R0004	Romaine	non
17R0005	Puyjalon	non
17R0006	Puyjalon	oui
17R0007	Puyjalon	non
17R0008	Romaine	non
17R0009	Romaine	non
17R0010	Puyjalon	non
17R0012	Puyjalon	non
17R0013	Puyjalon	oui
17R0014	Romaine	non
17R0015	Romaine	non
17R0017	Puyjalon	non
17R0018	Romaine	non
17R0020	Puyjalon	non
17R0021	Romaine	non
17R0022	Puyjalon	non
17R0023	Romaine	non
17R0024	Puyjalon	non
17R0029	Puyjalon	non
17R0031	Romaine	non
17R0032	Puyjalon	non
17R0033	Puyjalon	non
17R0034	Puyjalon	non
17R0035	Puyjalon	non
17R0036	Romaine	non
17R0038	Romaine	non
17R0039	Puyjalon	non
17R0040	Puyjalon	non
17R0041	Puyjalon	non
17R0042	Puyjalon	non
17R0045	Romaine	non
17R0046	Puyjalon	non
17R0056	Puyjalon	non
17R0058	Puyjalon	non
17R0061	Puyjalon	non
17R0067	Romaine	non
17R0071	Puyjalon	non
17R0072	Puyjalon	non
17R0073	Puyjalon	non
17R0074	Puyjalon	ouimixte
17R0075	Puyjalon	non
17R0076	Puyjalon	non
17R0077	Puyjalon	non
17R0078	Puyjalon	non
17R0079	Puyjalon	non
17R0080	Puyjalon	non
17R0081	Puyjalon	non
17R0082	Puyjalon	non
17R0083	Puyjalon	non
17R0084	Puyjalon	non
17R0085	Puyjalon	non
17R0086	Puyjalon	non
17R0087	Puyjalon	non
17R0088	Puyjalon	non
17R0089	Romaine	non
17R0090	Puyjalon	non
17R0091	Puyjalon	non
17R0092	Puyjalon	non
17R0094	Romaine	non
17R0096	Puyjalon	oui
17R0098	Puyjalon	non
17R0100	Puyjalon	non
17R0102	Puyjalon	non
17R0104	Puyjalon	oui
17R0106	Puyjalon	non
17R0108	Puyjalon	non
17R0110	Puyjalon	oui
17R0112	Romaine	non
17R0114	Puyjalon	non
17R0116	Puyjalon	non
17R0118	Puyjalon	non
17R0120	Puyjalon	non
17R0122	Romaine	non
17R0124	Puyjalon	non
17R0126	Puyjalon	non
17R0128	Puyjalon	non
17R0132	Puyjalon	non
17R0136	Puyjalon	non
17R0138	Puyjalon	non
17R0145	Puyjalon	non
17R0146	Puyjalon	non
17R0147	Puyjalon	non
17R0148	Puyjalon	non
17R0149	Puyjalon	non
17R0150	Puyjalon	non
17R0151	Puyjalon	non
17R0153	Puyjalon	non
17R0154	Puyjalon	non
17R0158	Puyjalon	ouimixte
17R0160	Puyjalon	non
17R0162	Puyjalon	non
17R0164	Puyjalon	oui
17R0166	Puyjalon	non
17R0168	Puyjalon	non
17R0172	Puyjalon	non
17R0174	Puyjalon	non
17R0176	Puyjalon	non
17R0178	Puyjalon	ouimixte
17R0180	Puyjalon	non
17R0182	Puyjalon	non
17R0185	Puyjalon	non
17R0186	Puyjalon	non
17R0187	Puyjalon	non
17R0188	Puyjalon	non
17R0189	Romaine	non
17R0190	Puyjalon	non
17R0191	Puyjalon	non
17R0192	Puyjalon	non
17R0193	Puyjalon	non
17R0194	Puyjalon	non
17R0196	Puyjalon	non
17R0198	Puyjalon	non
17R0200	Romaine	non
17R0202	Puyjalon	non
17R0203	Puyjalon	non
17R0204	Puyjalon	non
17R0205	Puyjalon	non
17R0206	Puyjalon	oui
17R0207	Romaine	non
17R0208	Puyjalon	non
17R0209	Puyjalon	non
17R0210	Puyjalon	non
17R0211	Puyjalon	non
17R0213	Puyjalon	non
17R0215	Puyjalon	non
17R0217	Puyjalon	non
17R0218	Puyjalon	oui
17R0219	Puyjalon	non
17R0220	Puyjalon	non
17R0221	Puyjalon	non
17R0222	Puyjalon	non
17R0223	Puyjalon	non
17R0224	Puyjalon	non
17R0225	Puyjalon	non
17R0226	Puyjalon	non
17R0227	Puyjalon	non
17R0228	Puyjalon	non
17R0230	Puyjalon	non
17R0232	Puyjalon	non
17R0234	Romaine	non
17R0236	Puyjalon	non
17R0238	Puyjalon	non
17R0240	Puyjalon	non
17R0242	Puyjalon	non
17R0244	Puyjalon	non
17R0246	Puyjalon	non
17R0248	Puyjalon	non
17R0252	Puyjalon	non
17R0253	Puyjalon	non
17R0254	Puyjalon	non
17R0255	Puyjalon	non
17R0256	Puyjalon	non
17R0257	Puyjalon	non
17R0258	Puyjalon	non
17R0259	Puyjalon	non
17R0260	Puyjalon	non
17R0261	Puyjalon	non
17R0263	Romaine	non
17R0265	Romaine	non
17R0267	Puyjalon	non
17R0269	Puyjalon	non
17R0271	Puyjalon	non
17R0273	Puyjalon	non
17R0276	Puyjalon	non
17R0277	Puyjalon	non
17R0278	Puyjalon	non
17R0279	Puyjalon	non
17R0280	Puyjalon	non
17R0281	Romaine	non
17R0282	Puyjalon	non
17R0283	Puyjalon	non
17R0284	Puyjalon	non
17R0285	Puyjalon	non
17R0286	Puyjalon	non
17R0287	Puyjalon	non
17R0288	Puyjalon	non
17R0292	Puyjalon	non
17R0293	Puyjalon	non
17R0295	Puyjalon	non
17R0298	Puyjalon	non
17R0299	Puyjalon	non
17R0300	Puyjalon	non
17R0301	Puyjalon	non
17R0302	Puyjalon	non
17R0303	Puyjalon	non
17R0304	Puyjalon	non
17R0305	Puyjalon	non
17R0306	Puyjalon	non
17R0307	Puyjalon	non
17R0309	Puyjalon	non
17R0310	Puyjalon	non
17R0311	Puyjalon	non
17R0312	Puyjalon	non
17R0313	Puyjalon	non
17R0314	Puyjalon	non
17R0315	Puyjalon	non
17R0317	Puyjalon	non
17R0318	Puyjalon	non
17R0319	Puyjalon	non
17R0321	Puyjalon	non
17R0323	Puyjalon	non
17R0325	Puyjalon	non
17R0327	Puyjalon	non
17R0329	Puyjalon	non
17R0331	Romaine	non
17R0334	Puyjalon	non
17R0337	Puyjalon	non
17R0343	Puyjalon	non
17R0344	Puyjalon	non
17R0345	Puyjalon	non
17R0346	Puyjalon	oui
17R0347	Puyjalon	non
17R0348	Puyjalon	oui
17R0350	Puyjalon	non
17R0351	Puyjalon	oui
17R0353	Puyjalon	oui
17R0354	Puyjalon	non
17R0356	Romaine	non
17R0357	Puyjalon	non
17R0366	Puyjalon	non
17R0367	Puyjalon	non
17R0368	Puyjalon	ouimixte
17R0369	Puyjalon	non
17R0371	Puyjalon	non
17R0372	Puyjalon	non
17R0373	Puyjalon	non
17R0386	Puyjalon	oui
17R0391	Puyjalon	non
17R0396	Romaine	non
17R0397	Puyjalon	ouimixte
17R0403	Puyjalon	non
17R0404	Puyjalon	non
17R0406	Puyjalon	ouimixte
17R0407	Puyjalon	ouimixte
17R0408	Romaine	non
17R0410	Puyjalon	non
17R0413	Puyjalon	ouimixte
17R0414	Puyjalon	non
17R0415	Puyjalon	ouimixte
17R0417	Puyjalon	oui
17R0418	Puyjalon	oui
17R0419	Puyjalon	oui
17R0421	Puyjalon	oui
17R0422	Romaine	non
17R0423	Puyjalon	ouimixte
17R0425	Puyjalon	oui
18RO002	Romaine	non
18RO003	Puyjalon	non
18RO004	Puyjalon	non
18RO005	Puyjalon	non
18RO006	Puyjalon	non
18RO007	Romaine	non
18RO008	Puyjalon	non
18RO009	Puyjalon	non
18RO010	Puyjalon	non
18RO011	Puyjalon	non
18RO012	Puyjalon	non
18RO013	Puyjalon	non
18RO014	Puyjalon	non
18RO015	Puyjalon	non
18RO016	Puyjalon	non
18RO017	Puyjalon	non
18RO018	Puyjalon	non
18RO019	Romaine	non
18RO020	Romaine	non
18RO021	Puyjalon	non
18RO022	Puyjalon	non
18RO023	Puyjalon	non
18RO024	Puyjalon	non
18RO025	Puyjalon	non
18RO026	Puyjalon	non
18RO027	Puyjalon	non
18RO029	Puyjalon	non
18RO030	Puyjalon	non
18RO032	Puyjalon	non
18RO033	Puyjalon	non
18RO035	Puyjalon	non
18RO036	Puyjalon	non
18RO039	Puyjalon	non
18RO040	Puyjalon	non
18RO041	Puyjalon	non
18RO042	Puyjalon	non
18RO044	Puyjalon	non
18RO045	Puyjalon	non
18RO047	Puyjalon	non
18RO048	Puyjalon	non
18RO050	Puyjalon	non
18RO052	Puyjalon	non
18RO053	Romaine	non
18RO055	Puyjalon	non
18RO056	Puyjalon	non
18RO057	Puyjalon	non
18RO058	Puyjalon	non
18RO060	Puyjalon	non
18RO061	Puyjalon	non
18RO062	Romaine	non
18RO063	Puyjalon	non
18RO065	Puyjalon	non
18RO067	Puyjalon	non
18RO068	Romaine	non
18RO070	Romaine	non
18RO071	Puyjalon	non
18RO072	Puyjalon	non
18RO073	Puyjalon	non
18RO074	Puyjalon	non
18RO075	Puyjalon	non
18RO076	Puyjalon	non
18RO077	Puyjalon	non
18RO078	Romaine	non
18RO079	Puyjalon	non
18RO080	Puyjalon	non
18RO081	Puyjalon	non
18RO082	Puyjalon	non
18RO083	Romaine	non
18RO084	Puyjalon	non
18RO085	Romaine	non
18RO086	Puyjalon	non
18RO087	Puyjalon	non
18RO089	Puyjalon	non
18RO090	Puyjalon	non
18RO091	Puyjalon	non
18RO092	Romaine	non
18RO093	Puyjalon	non
18RO094	Puyjalon	non
18RO095	Puyjalon	non
18RO096	Puyjalon	non
18RO097	Puyjalon	non
18RO098	Romaine	non
18RO099	Puyjalon	non
18RO100	Romaine	non
18RO101	Romaine	non
18RO102	Puyjalon	non
18RO103	Romaine	non
18RO105	Puyjalon	non
18RO106	Puyjalon	non
18RO107	Puyjalon	non
18RO108	Puyjalon	non
18RO110	Puyjalon	non
18RO111	Romaine	non
18RO113	Puyjalon	non
18RO117	Romaine	non
18RO118	Romaine	non
18RO119	Puyjalon	non
19R001	Puyjalon	oui
19R003	Puyjalon	non
19R004	Puyjalon	non
19R007	Puyjalon	non
19R008	Puyjalon	non
19R009	Puyjalon	non
19R010	Puyjalon	non
19R011	Puyjalon	non
19R012	Puyjalon	non
19R015	Puyjalon	non
19R017	Puyjalon	oui
19R019	Puyjalon	non
19R021	Puyjalon	non
19R023	Puyjalon	oui
19R025	Puyjalon	oui
19R027	Puyjalon	non
19R029	Puyjalon	oui
19R032	Puyjalon	non
19R035	Puyjalon	non
19R038	Puyjalon	non
19R041	Puyjalon	oui
19R044	Puyjalon	non
19R047	Puyjalon	non
19R051	Puyjalon	oui
19R054	Puyjalon	non
19R058	Puyjalon	ouimixte
19R062	Puyjalon	oui
19R066	Puyjalon	oui
19R071	Puyjalon	non
19R075	Puyjalon	non
19R081	Puyjalon	non
19R085	Puyjalon	non
19R089	Puyjalon	non
19R093	Puyjalon	non
19R097	Puyjalon	non
19R101	Puyjalon	non
19R104	Romaine	oui
19R108	Puyjalon	oui
19R112	Puyjalon	non
19R116	Puyjalon	non
19R121	Puyjalon	non
19R125	Puyjalon	non
19R129	Puyjalon	non
19R133	Puyjalon	non
19R137	Puyjalon	non
19R143	Puyjalon	non
19R148	Puyjalon	non
19R154	Puyjalon	non
19R161	Puyjalon	non
19R165	Puyjalon	non
19R168	Puyjalon	oui
19R171	Puyjalon	oui
19R174	Puyjalon	non
19R178	Puyjalon	oui
19R181	Puyjalon	non
19R187	Puyjalon	non
19R190	Romaine	non
19R197	Puyjalon	non
19R198	Puyjalon	non
19R202	Puyjalon	non
19R204	Puyjalon	oui
19R206	Puyjalon	oui
19R214	Puyjalon	non
19R215	Puyjalon	non
19R218	Puyjalon	oui
19R219	Puyjalon	non
19R220	Puyjalon	non
19R221	Puyjalon	non
19R222	Puyjalon	non
19R224	Puyjalon	non
19R229	Puyjalon	non
19R231	Puyjalon	oui
19R233	Puyjalon	non
19R235	Puyjalon	non
19R237	Puyjalon	non
19R239	Puyjalon	non
19R241	Puyjalon	oui
19R246	Puyjalon	oui
19R248	Puyjalon	non
19R251	Puyjalon	non
19R253	Puyjalon	non
19R255	Puyjalon	non
19R257	Puyjalon	oui
19R259	Puyjalon	oui
19R282	Puyjalon	non
19R283	Puyjalon	non
19R285	Puyjalon	non
19R289	Puyjalon	oui
19R293	Puyjalon	oui
19R296	Puyjalon	non
19R298	Puyjalon	oui
19R302	Puyjalon	non
19R305	Romaine	oui
19R308	Puyjalon	oui
19R311	Puyjalon	non
19R314	Puyjalon	oui
19R317	Puyjalon	non
19R319	Puyjalon	non
19R323	Puyjalon	non
19R325	Puyjalon	non
19R327	Puyjalon	non
19R329	Puyjalon	non
19R331	Puyjalon	non
19R334	Puyjalon	non
19R336	Puyjalon	non
19R340	Puyjalon	non
19R343	Romaine	non
19R346	Romaine	non
19R349	Puyjalon	oui
19R352	Puyjalon	non
19R355	Puyjalon	oui
19R358	Puyjalon	oui
19R361	Puyjalon	oui
19R365	Puyjalon	non
19R367	Puyjalon	non
19R369	Puyjalon	oui
19R372	Puyjalon	non
19R374	Puyjalon	oui
19R376	Puyjalon	ouimixte
19R378	Puyjalon	non
19R380	Puyjalon	non
19R386	Puyjalon	non
19R389	Puyjalon	non
19R392	Puyjalon	non
19R399	Puyjalon	non
19R402	Puyjalon	non
19R406	Puyjalon	non
19R407	Puyjalon	non
19R408	Puyjalon	non
19R409	Puyjalon	oui
19R410	Puyjalon	non
19R411	Puyjalon	non
19R412	Puyjalon	non
19R454	Puyjalon	non
19R455	Puyjalon	non
19R456	Puyjalon	non
19R457	Puyjalon	non
19R458	Puyjalon	non
19R459	Puyjalon	oui
19R567	Puyjalon	non
19R568	Puyjalon	non
19R569	Puyjalon	non
19R571	Puyjalon	non
19R572	Puyjalon	non
19R573	Romaine	oui
19R630	Romaine	oui
19R631	Puyjalon	non
19R633	Romaine	oui
19R634	Puyjalon	oui
19R637	Puyjalon	non
19R720	Romaine	oui
19R721	Puyjalon	non
19R723	Puyjalon	non
19R724	Puyjalon	non
19R725	Romaine	oui
19R726	Puyjalon	non
19R770	Puyjalon	non
19R771	Puyjalon	non
19R772	Puyjalon	non
19R774	Puyjalon	non
19R775	Puyjalon	non
19R776	Puyjalon	non
19R777	Puyjalon	non
19R778	Puyjalon	non
19R779	Puyjalon	non
19R781	Romaine	oui
19R785	Puyjalon	non
19R786	Puyjalon	oui
19R787	Puyjalon	non
19R788	Puyjalon	oui
19R789	Puyjalon	non
19R792	Puyjalon	non
19R793	Romaine	oui
19R794	Puyjalon	non
19R797	Puyjalon	non
19R798	Puyjalon	oui
19R808	Puyjalon	oui
19R809	Puyjalon	non
19R810	Puyjalon	non
19R811	Puyjalon	non
19R813	Puyjalon	non
19R815	Puyjalon	non
19R817	Puyjalon	non
19R819	Puyjalon	non
19R821	Romaine	non
19R823	Puyjalon	oui
19R826	Romaine	oui
19R829	Romaine	non
19R832	Romaine	non
19R835	Puyjalon	non
19R838	Puyjalon	oui
19R843	Puyjalon	non
19R844	Puyjalon	non
19R846	Puyjalon	non
19R847	Puyjalon	non
19R848	Puyjalon	non
19R849	Romaine	non
19R850	Puyjalon	non
19R851	Puyjalon	non
19R852	Romaine	non
19R861	Romaine	non
19R862	Romaine	non
19R863	Romaine	non
19R865	Romaine	non
19R868	Romaine	oui
19R870	Puyjalon	oui
19R872	Romaine	non
19R881	Puyjalon	non
19R882	Puyjalon	non
19R884	Puyjalon	non
19R885	Puyjalon	non
19R886	Puyjalon	non
19R887	Romaine	non
19R889	Puyjalon	non
19R892	Romaine	oui
19R894	Puyjalon	non
19R895	Romaine	non
19R896	Romaine	non
19R897	Puyjalon	oui
19R898	Romaine	non
19R899	Puyjalon	non
20R002	Puyjalon	non
20R003	Puyjalon	non
20R004	Puyjalon	oui
20R005	Romaine	non
20R006	Puyjalon	oui
20R007	Puyjalon	non
20R008	Puyjalon	non
20R009	Puyjalon	oui
20R010	Puyjalon	oui
20R011	Puyjalon	non
20R013	Puyjalon	non
20R015	Puyjalon	non
20R017	Puyjalon	non
20R018	Puyjalon	oui
20R020	Puyjalon	non
20R021	Puyjalon	non
20R022	Puyjalon	oui
20R023	Puyjalon	non
20R024	Puyjalon	non
20R026	Puyjalon	non
20R027	Romaine	non
20R028	Puyjalon	non
20R030	Puyjalon	non
20R031	Puyjalon	non
20R032	Puyjalon	non
20R033	Puyjalon	non
20R034	Puyjalon	non
20R037	Romaine	oui
20R038	Puyjalon	oui
20R039	Puyjalon	oui
20R040	Puyjalon	non
20R042	Puyjalon	non
20R043	Puyjalon	non
20R044	Puyjalon	oui
20R045	Puyjalon	non
20R046	Puyjalon	oui
20R047	Puyjalon	non
20R048	Puyjalon	oui
20R056	Puyjalon	non
20R057	Puyjalon	non
20R058	Puyjalon	non
20R059	Puyjalon	oui
20R060	Puyjalon	oui
20R061	Puyjalon	non
20R062	Puyjalon	non
20R063	Puyjalon	non
20R064	Puyjalon	non
20R065	Romaine	oui
20R069	Puyjalon	non
20R073	Puyjalon	non
20R077	Puyjalon	oui
20R081	Puyjalon	non
20R085	Puyjalon	non
20R089	Puyjalon	oui
20R093	Puyjalon	non
20R097	Romaine	non
20R101	Romaine	non
20R105	Puyjalon	non
20R109	Romaine	non
20R113	Puyjalon	oui
20R117	Puyjalon	non
20R125	Puyjalon	oui
20R129	Puyjalon	non
20R133	Puyjalon	non
20R137	Romaine	non
20R145	Romaine	non
20R149	Puyjalon	non
20R152	Romaine	non
20R153	Puyjalon	non
20R154	Puyjalon	non
20R155	Puyjalon	non
20R156	Puyjalon	non
20R157	Puyjalon	oui
20R158	Puyjalon	non
20R159	Puyjalon	oui
20R160	Puyjalon	oui
20R165	Puyjalon	oui
20R169	Puyjalon	non
20R173	Puyjalon	non
20R177	Puyjalon	non
20R181	Puyjalon	oui
20R185	Puyjalon	non
20R189	Puyjalon	non
20R201	Puyjalon	oui
20R205	Romaine	non
20R213	Puyjalon	non
20R217	Puyjalon	non
20R225	Puyjalon	non
20R332	Puyjalon	non
20R333	Puyjalon	non
20R334	Puyjalon	non
20R337	Puyjalon	oui
20R338	Puyjalon	non
20R339	Puyjalon	non
20R340	Puyjalon	oui
20R341	Puyjalon	non
20R342	Puyjalon	oui
20R345	Puyjalon	non
20R349	Puyjalon	non
20R353	Puyjalon	oui
20R357	Puyjalon	oui
20R361	Puyjalon	non
20R365	Puyjalon	non
20R369	Puyjalon	oui
20R373	Puyjalon	non
20R381	Puyjalon	non
20R389	Puyjalon	non
20R393	Puyjalon	non
20R395	Puyjalon	non
20R396	Puyjalon	non
20R397	Puyjalon	oui
20R398	Puyjalon	non
20R399	Puyjalon	oui
20R400	Romaine	non
20R401	Puyjalon	non
20R402	Puyjalon	oui
20R408	Puyjalon	non
20R409	Puyjalon	non
20R410	Puyjalon	non
20R411	Puyjalon	non
20R413	Puyjalon	non
20R415	Puyjalon	non
20R416	Puyjalon	non
20R417	Puyjalon	non
20R418	Puyjalon	non
20R419	Puyjalon	oui
20R423	Puyjalon	ouimixte
20R426	Puyjalon	oui
20R431	Puyjalon	non
20R435	Puyjalon	non
20R439	Puyjalon	non
20R443	Puyjalon	oui
20R447	Puyjalon	non
20R448	Puyjalon	non
20R449	Puyjalon	non
20R450	Puyjalon	oui
20R451	Puyjalon	non
20R452	Puyjalon	oui
20R453	Puyjalon	non
20R454	Puyjalon	non
20R455	Puyjalon	non
20R456	Puyjalon	non
20R464	Puyjalon	non
20R468	Puyjalon	oui
20R472	Romaine	ouimixte
20R476	Puyjalon	non
20R480	Romaine	non
20R484	Puyjalon	non
20R488	Puyjalon	non
20R492	Puyjalon	non
20R496	Puyjalon	non
20R500	Puyjalon	non
20R509	Puyjalon	non
20R510	Puyjalon	non
20R511	Puyjalon	oui
20R514	Puyjalon	non
20R516	Romaine	non
20R517	Romaine	oui
20R518	Puyjalon	non
20R519	Puyjalon	oui
20R523	Puyjalon	oui
20R527	Romaine	non
20R535	Romaine	non
20R539	Puyjalon	non
20R543	Puyjalon	non
20R547	Puyjalon	non
20R551	Puyjalon	non
20R555	Puyjalon	non
20R559	Puyjalon	oui
20R625	Puyjalon	non
20R626	Puyjalon	non
20R627	Puyjalon	non
20R628	Puyjalon	non
20R630	Puyjalon	non
20R631	Puyjalon	non
20R632	Puyjalon	non
20R633	Puyjalon	non
20R634	Puyjalon	non
20R636	Puyjalon	non
20R637	Puyjalon	non
20R638	Puyjalon	non
20R639	Puyjalon	non
20R640	Puyjalon	non
20R642	Puyjalon	oui
20R643	Puyjalon	non
20R644	Puyjalon	oui
20R645	Puyjalon	non
20R653	Puyjalon	non
20R657	Puyjalon	non
20R661	Puyjalon	non
20R665	Puyjalon	non
20R669	Romaine	non
20R673	Puyjalon	non
20R677	Puyjalon	oui
20R681	Puyjalon	non
20R685	Puyjalon	non
20R689	Puyjalon	non
20R732	Puyjalon	oui
20R733	Puyjalon	oui
20R734	Puyjalon	non
20R735	Puyjalon	non
20R737	Romaine	oui
20R739	Puyjalon	non
20R740	Puyjalon	non
20R741	Puyjalon	non
20R743	Puyjalon	non
20R747	Puyjalon	non
20R751	Puyjalon	non
20R753	Puyjalon	non
20R754	Puyjalon	non
20R755	Puyjalon	ouimixte
20R756	Puyjalon	oui
20R757	Puyjalon	non
20R758	Puyjalon	non
20R759	Puyjalon	non
20R760	Romaine	non
20R761	Romaine	non
20R762	Puyjalon	non
20R770	Puyjalon	oui
20R774	Puyjalon	non
20R778	Puyjalon	non
20R782	Puyjalon	oui
20R790	Puyjalon	non
20R794	Puyjalon	non
20R798	Puyjalon	oui
20R806	Puyjalon	non
20R812	Puyjalon	oui
20R813	Puyjalon	oui
20R814	Puyjalon	non
20R817	Puyjalon	non
20R821	Puyjalon	non
20R824	Puyjalon	non
20R825	Puyjalon	non
20R828	Puyjalon	non
20R829	Puyjalon	non
20R834	Puyjalon	oui
20R835	Puyjalon	non
20R838	Puyjalon	oui
20R839	Puyjalon	non
20R840	Puyjalon	non
20R841	Puyjalon	non
20R842	Puyjalon	oui
20R851	Puyjalon	non
