ID	Origin	Stage	Year	Sex	Population
21095	SmoltLARSA	Smolt	2021	M	Puyjalon
21096	SmoltLARSA	Smolt	2021	F	Puyjalon
21097	SmoltLARSA	Smolt	2021	M	Puyjalon
21098	SmoltLARSA	Smolt	2021	F	Puyjalon
21099	SmoltLARSA	Smolt	2021	F	Puyjalon
21100	SmoltLARSA	Smolt	2021	F	Romaine
21101	SmoltLARSA	Smolt	2021	F	Puyjalon
21102	SmoltLARSA	Smolt	2021	F	Puyjalon
21103	SmoltLARSA	Smolt	2021	F	Puyjalon
21104	SmoltLARSA	Smolt	2021	F	Puyjalon
21105	SmoltLARSA	Smolt	2021	F	Puyjalon
21106	SmoltLARSA	Smolt	2021	F	Puyjalon
21107	SmoltLARSA	Smolt	2021	M	Puyjalon
21108	SmoltLARSA	Smolt	2021	F	Puyjalon
21109	SmoltLARSA	Smolt	2021	F	Puyjalon
21110	SmoltLARSA	Smolt	2021	M	Puyjalon
21111	SmoltLARSA	Smolt	2021	M	Puyjalon
21112	SmoltLARSA	Smolt	2021	F	Puyjalon
21113	SmoltLARSA	Smolt	2021	M	Puyjalon
21114	SmoltLARSA	Smolt	2021	M	Romaine
21115	SmoltLARSA	Smolt	2021	M	Puyjalon
21116	SmoltLARSA	Smolt	2021	F	Puyjalon
21117	SmoltLARSA	Smolt	2021	M	Puyjalon
21118	SmoltLARSA	Smolt	2021	F	Romaine
21119	SmoltLARSA	Smolt	2021	F	Puyjalon
21120	SmoltLARSA	Smolt	2021	M	Romaine
21121	SmoltLARSA	Smolt	2021	M	Puyjalon
21122	SmoltLARSA	Smolt	2021	F	Puyjalon
21123	SmoltLARSA	Smolt	2021	M	Puyjalon
21124	SmoltLARSA	Smolt	2021	M	Puyjalon
21125	SmoltLARSA	Smolt	2021	M	Puyjalon
21126	SmoltLARSA	Smolt	2021	F	Puyjalon
21127	SmoltLARSA	Smolt	2021	F	Puyjalon
21128	SmoltLARSA	Smolt	2021	M	Puyjalon
21129	SmoltLARSA	Smolt	2021	F	Puyjalon
21130	SmoltLARSA	Smolt	2021	F	Puyjalon
21131	SmoltLARSA	Smolt	2021	M	Puyjalon
21132	SmoltLARSA	Smolt	2021	M	Puyjalon
21133	SmoltLARSA	Smolt	2021	F	Puyjalon
21134	SmoltLARSA	Smolt	2021	F	Puyjalon
21135	SmoltLARSA	Smolt	2021	M	Puyjalon
21136	SmoltLARSA	Smolt	2021	M	Puyjalon
21137	SmoltLARSA	Smolt	2021	F	Puyjalon
21138	SmoltLARSA	Smolt	2021	F	Romaine
21139	SmoltLARSA	Smolt	2021	F	Puyjalon
21140	SmoltLARSA	Smolt	2021	F	Puyjalon
21141	SmoltLARSA	Smolt	2021	M	Puyjalon
21142	SmoltLARSA	Smolt	2021	F	Puyjalon
21143	SmoltLARSA	Smolt	2021	F	Puyjalon
21144	SmoltLARSA	Smolt	2021	F	Puyjalon
21145	SmoltLARSA	Smolt	2021	F	Puyjalon
21146	SmoltLARSA	Smolt	2021	F	Puyjalon
21147	SmoltLARSA	Smolt	2021	F	Puyjalon
21148	SmoltLARSA	Smolt	2021	F	Puyjalon
21149	SmoltLARSA	Smolt	2021	M	Puyjalon
21150	SmoltLARSA	Smolt	2021	F	Puyjalon
21151	SmoltLARSA	Smolt	2021	F	Puyjalon
21152	SmoltLARSA	Smolt	2021	F	Puyjalon
21153	SmoltLARSA	Smolt	2021	F	Puyjalon
21154	SmoltLARSA	Smolt	2021	M	Puyjalon
21155	SmoltLARSA	Smolt	2021	F	Puyjalon
21156	SmoltLARSA	Smolt	2021	F	Romaine
22088	SmoltLARSA	Smolt	2022	F	Puyjalon
22089	SmoltLARSA	Smolt	2022	M	Romaine
22090	SmoltLARSA	Smolt	2022	M	Puyjalon
22091	SmoltLARSA	Smolt	2022	M	Romaine
22092	SmoltLARSA	Smolt	2022	M	Romaine
19T01	TaconLARSA	Parr	2018	F	Romaine
19T04	TaconLARSA	Parr	2018	F	Romaine
19T06	TaconLARSA	Parr	2018	M	Romaine
19T07	TaconLARSA	Parr	2018	F	Romaine
19T08	TaconLARSA	Parr	2018	F	Romaine
19T09	TaconLARSA	Parr	2018	F	Romaine
19T10	TaconLARSA	Parr	2018	F	Romaine
19T11	TaconLARSA	Parr	2018	F	Romaine
19T12	TaconLARSA	Parr	2018	F	Romaine
19T13	TaconLARSA	Parr	2018	M	Romaine
19T15	TaconLARSA	Parr	2018	M	Romaine
19T16	TaconLARSA	Parr	2018	F	Romaine
19T17	TaconLARSA	Parr	2018	F	Romaine
19T18	TaconLARSA	Parr	2018	F	Romaine
19T19	TaconLARSA	Parr	2018	M	Romaine
19T21	TaconLARSA	Parr	2018	M	Romaine
19T22	TaconLARSA	Parr	2018	F	Romaine
19T23	TaconLARSA	Parr	2018	F	Romaine
19T24	TaconLARSA	Parr	2018	M	Romaine
19T25	TaconLARSA	Parr	2018	F	Puyjalon
19T26	TaconLARSA	Parr	2018	F	Romaine
19T27	TaconLARSA	Parr	2018	F	Romaine
19T28	TaconLARSA	Parr	2018	M	Romaine
19T29	TaconLARSA	Parr	2018	M	Romaine
19T30	TaconLARSA	Parr	2018	F	Romaine
20T01	TaconLARSA	Parr	2019	M	Romaine
20T02	TaconLARSA	Parr	2019	F	Romaine
20T03	TaconLARSA	Parr	2019	M	Romaine
20T04	TaconLARSA	Parr	2019	F	Romaine
20T05	TaconLARSA	Parr	2019	F	Romaine
20T06	TaconLARSA	Parr	2019	F	Romaine
20T07	TaconLARSA	Parr	2019	M	Romaine
20T08	TaconLARSA	Parr	2019	M	Romaine
20T09	TaconLARSA	Parr	2019	F	Romaine
20T10	TaconLARSA	Parr	2019	M	Romaine
20T11	TaconLARSA	Parr	2019	F	Romaine
20T12	TaconLARSA	Parr	2019	M	Romaine
20T13	TaconLARSA	Parr	2019	F	Romaine
20T14	TaconLARSA	Parr	2019	M	Romaine
20T15	TaconLARSA	Parr	2019	M	Romaine
20T16	TaconLARSA	Parr	2019	F	Romaine
20T17	TaconLARSA	Parr	2019	M	Romaine
20T18	TaconLARSA	Parr	2019	F	Romaine
21T01	TaconLARSA	Parr	2020	M	Puyjalon
21T02	TaconLARSA	Parr	2020	F	Romaine
21T03	TaconLARSA	Parr	2020	M	Puyjalon
21T04	TaconLARSA	Parr	2020	M	Puyjalon
21T05	TaconLARSA	Parr	2020	F	Romaine
21T06	TaconLARSA	Parr	2020	M	Puyjalon
21T07	TaconLARSA	Parr	2020	M	Romaine
21T08	TaconLARSA	Parr	2020	M	Puyjalon
21T09	TaconLARSA	Parr	2020	F	Puyjalon
21T10	TaconLARSA	Parr	2020	M	Puyjalon
21T13	TaconLARSA	Parr	2020	M	Puyjalon
21T14	TaconLARSA	Parr	2020	M	Puyjalon
21T15	TaconLARSA	Parr	2020	M	Puyjalon
21T16	TaconLARSA	Parr	2020	F	Puyjalon
21T17	TaconLARSA	Parr	2020	M	Puyjalon
21T18	TaconLARSA	Parr	2020	F	Romaine
21T20	TaconLARSA	Parr	2020	F	Puyjalon
21T21	TaconLARSA	Parr	2020	M	Puyjalon
21T22	TaconLARSA	Parr	2020	M	Puyjalon
21T23	TaconLARSA	Parr	2020	F	Puyjalon
21T24	TaconLARSA	Parr	2020	M	Romaine
21T25	TaconLARSA	Parr	2020	F	Puyjalon
21T26	TaconLARSA	Parr	2020	M	Puyjalon
21T28	TaconLARSA	Parr	2020	F	Romaine
21T30	TaconLARSA	Parr	2020	M	Romaine
21T31	TaconLARSA	Parr	2020	M	Puyjalon
21T32	TaconLARSA	Parr	2020	M	Puyjalon
21T33	TaconLARSA	Parr	2020	F	Puyjalon
21T34	TaconLARSA	Parr	2020	M	Puyjalon
22T01	TaconLARSA	Parr	2021	M	Romaine
22T02	TaconLARSA	Parr	2021	M	Romaine
22T03	TaconLARSA	Parr	2021	F	Romaine
22T04	TaconLARSA	Parr	2021	F	Puyjalon
22T05	TaconLARSA	Parr	2021	F	Romaine
22T06	TaconLARSA	Parr	2021	F	Romaine
22T07	TaconLARSA	Parr	2021	M	Romaine
22T08	TaconLARSA	Parr	2021	M	Romaine
22T09	TaconLARSA	Parr	2021	F	Puyjalon
22T10	TaconLARSA	Parr	2021	M	Romaine
22T11	TaconLARSA	Parr	2021	M	Puyjalon
22T12	TaconLARSA	Parr	2021	M	Romaine
22T13	TaconLARSA	Parr	2021	F	Romaine
22T14	TaconLARSA	Parr	2021	F	Romaine
22T15	TaconLARSA	Parr	2021	F	Romaine
22T16	TaconLARSA	Parr	2021	M	Romaine
22T17	TaconLARSA	Parr	2021	F	Romaine
22T18	TaconLARSA	Parr	2021	F	Romaine
22T19	TaconLARSA	Parr	2021	M	Romaine
22T20	TaconLARSA	Parr	2021	M	Romaine
22T21	TaconLARSA	Parr	2021	F	Romaine
22T22	TaconLARSA	Parr	2021	M	Romaine
22T23	TaconLARSA	Parr	2021	F	Romaine
22T24	TaconLARSA	Parr	2021	F	Romaine
22T25	TaconLARSA	Parr	2021	F	Puyjalon
22T26	TaconLARSA	Parr	2021	F	Romaine
22T27	TaconLARSA	Parr	2021	M	Puyjalon
22T28	TaconLARSA	Parr	2021	M	Romaine
22T29	TaconLARSA	Parr	2021	M	Romaine
22T30	TaconLARSA	Parr	2021	M	Romaine
22T31	TaconLARSA	Parr	2021	M	Romaine
22T32	TaconLARSA	Parr	2021	M	Puyjalon
22T33	TaconLARSA	Parr	2021	F	Romaine
22T34	TaconLARSA	Parr	2021	M	Romaine
22T35	TaconLARSA	Parr	2021	F	Puyjalon
22T36	TaconLARSA	Parr	2021	F	Puyjalon
22T37	TaconLARSA	Parr	2021	M	Puyjalon
22T38	TaconLARSA	Parr	2021	M	Puyjalon
22T39	TaconLARSA	Parr	2021	M	Puyjalon
22T40	TaconLARSA	Parr	2021	F	Romaine
22T41	TaconLARSA	Parr	2021	F	Romaine
22T42	TaconLARSA	Parr	2021	F	Romaine
22T43	TaconLARSA	Parr	2021	M	Romaine
22T44	TaconLARSA	Parr	2021	M	Puyjalon
22T45	TaconLARSA	Parr	2021	F	Romaine
22T46	TaconLARSA	Parr	2021	F	Romaine
22T47	TaconLARSA	Parr	2021	F	Romaine
22T48	TaconLARSA	Parr	2021	M	Romaine
22T49	TaconLARSA	Parr	2021	M	Romaine
22T50	TaconLARSA	Parr	2021	F	Romaine
22T51	TaconLARSA	Parr	2021	M	Romaine
22T52	TaconLARSA	Parr	2021	M	Romaine
22T53	TaconLARSA	Parr	2021	M	Puyjalon
22T54	TaconLARSA	Parr	2021	F	Puyjalon
22T55	TaconLARSA	Parr	2021	F	Puyjalon
22T56	TaconLARSA	Parr	2021	M	Romaine
22T57	TaconLARSA	Parr	2021	F	Puyjalon
22T58	TaconLARSA	Parr	2021	F	Romaine
22T59	TaconLARSA	Parr	2021	F	Romaine
22T60	TaconLARSA	Parr	2021	M	Romaine
22T61	TaconLARSA	Parr	2021	F	Puyjalon
22T62	TaconLARSA	Parr	2021	F	Romaine
22T63	TaconLARSA	Parr	2021	F	Romaine
22T64	TaconLARSA	Parr	2021	M	Romaine
22T65	TaconLARSA	Parr	2021	M	Romaine
22T66	TaconLARSA	Parr	2021	F	Romaine
22T67	TaconLARSA	Parr	2021	F	Romaine
22T68	TaconLARSA	Parr	2021	F	Romaine
22T69	TaconLARSA	Parr	2021	M	Puyjalon
22T70	TaconLARSA	Parr	2021	F	Romaine
22T71	TaconLARSA	Parr	2021	F	Puyjalon
22T72	TaconLARSA	Parr	2021	F	Romaine
22T73	TaconLARSA	Parr	2021	F	Romaine
22T74	TaconLARSA	Parr	2021	F	Romaine
22T75	TaconLARSA	Parr	2021	F	Romaine
22T76	TaconLARSA	Parr	2021	F	Romaine
22T77	TaconLARSA	Parr	2021	M	Romaine
22T78	TaconLARSA	Parr	2021	M	Romaine
22T79	TaconLARSA	Parr	2021	M	Romaine
22T80	TaconLARSA	Parr	2021	F	Romaine
22T81	TaconLARSA	Parr	2021	F	Romaine
22T82	TaconLARSA	Parr	2021	M	Romaine
22T83	TaconLARSA	Parr	2021	M	Romaine
22T84	TaconLARSA	Parr	2021	F	Romaine
22T85	TaconLARSA	Parr	2021	F	Romaine
22T86	TaconLARSA	Parr	2021	M	Romaine
22T87	TaconLARSA	Parr	2021	M	Romaine
