Croisement	F_ID	OrigineF	Cohorte_F	M_ID	Origine_M	Cohorte_M	Year	Stocking_Year	Type	Offspring	Family	Cross	Family_N	Family_L	X	Dead_byF	Dead_byF2	Dead	Survival	Offspring_Surv
1317414064	13174	Puyjalon	2013	14064	Puyjalon	2014	2017	2018	RAS	589	PU13-2B									
1401213075	14012	Puyjalon	2014	13075	Puyjalon	2013	2017	2018	RAS	1920	PU1-3C									
1411713179	14117	Puyjalon	2014	13179	Puyjalon	2013	2017	2018	RAS	1450	PU14-1A									
1411714129	14117	Puyjalon	2014	14129	Puyjalon	2014	2017	2018	RAS	1450	PU14-1B									
1401913179	14019	Puyjalon	2014	13179	Puyjalon	2013	2017	2018	RAS	1304	PU14-2A									
1401914129	14019	Puyjalon	2014	14129	Puyjalon	2014	2017	2018	RAS	1304	PU14-2B									
1415713187	14157	Puyjalon	2014	13187	Puyjalon	2013	2017	2018	RAS	3188	PU15-1A									
1415714165	14157	Puyjalon	2014	14165	Puyjalon	2014	2017	2018	RAS	3188	PU15-1B									
1415714045	14157	Puyjalon	2014	14045	Puyjalon	2014	2017	2018	RAS	3188	PU15-1C									
1318513187	13185	Puyjalon	2013	13187	Puyjalon	2013	2017	2018	RAS	1394	PU15-2A									
1318514165	13185	Puyjalon	2013	14165	Puyjalon	2014	2017	2018	RAS	1394	PU15-2B									
1318514045	13185	Puyjalon	2013	14045	Puyjalon	2014	2017	2018	RAS	1394	PU15-2C									
1319113187	13191	Puyjalon	2013	13187	Puyjalon	2013	2017	2018	RAS	1428	PU15-3A									
1319114165	13191	Puyjalon	2013	14165	Puyjalon	2014	2017	2018	RAS	1428	PU15-3B									
1319114045	13191	Puyjalon	2013	14045	Puyjalon	2014	2017	2018	RAS	1428	PU15-3C									
1408514167	14085	Puyjalon	2014	14167	Puyjalon	2014	2017	2018	RAS	2581	PU16-1A									
1408513069	14085	Puyjalon	2014	13069	Puyjalon	2013	2017	2018	RAS	2581	PU16-1B									
1408514016	14085	Puyjalon	2014	14016	Puyjalon	2014	2017	2018	RAS	2581	PU16-1C									
1411614167	14116	Puyjalon	2014	14167	Puyjalon	2014	2017	2018	RAS	2416	PU16-2A									
1411613069	14116	Puyjalon	2014	13069	Puyjalon	2013	2017	2018	RAS	2416	PU16-2B									
1411614016	14116	Puyjalon	2014	14016	Puyjalon	2014	2017	2018	RAS	2416	PU16-2C									
1300714167	13007	Puyjalon	2013	14167	Puyjalon	2014	2017	2018	RAS	1627	PU16-3A									
1300713069	13007	Puyjalon	2013	13069	Puyjalon	2013	2017	2018	RAS	1627	PU16-3B									
1300714016	13007	Puyjalon	2013	14016	Puyjalon	2014	2017	2018	RAS	1627	PU16-3C									
1315213105	13152	Puyjalon	2013	13105	Puyjalon	2013	2017	2018	RAS	1318	PU17-1A									
1315214102	13152	Puyjalon	2013	14102	Puyjalon	2014	2017	2018	RAS	1318	PU17-1B									
1315213150	13152	Puyjalon	2013	13150	Puyjalon	2013	2017	2018	RAS	1318	PU17-1C									
1411713105	14117	Puyjalon	2014	13105	Puyjalon	2013	2017	2018	RAS	3977	PU17-2A									
1411714102	14117	Puyjalon	2014	14102	Puyjalon	2014	2017	2018	RAS	3977	PU17-2B									
1411713150	14117	Puyjalon	2014	13150	Puyjalon	2013	2017	2018	RAS	3977	PU17-2C									
1409513105	14095	Puyjalon	2014	13105	Puyjalon	2013	2017	2018	RAS	1473	PU17-3A									
1409514102	14095	Puyjalon	2014	14102	Puyjalon	2014	2017	2018	RAS	1473	PU17-3B									
1409513150	14095	Puyjalon	2014	13150	Puyjalon	2013	2017	2018	RAS	1473	PU17-3C									
1503414132	15034	Puyjalon	2015	14132	Puyjalon	2014	2017	2018	RAS	1757	PU18-1A									
1309614132	13096	Puyjalon	2013	14132	Puyjalon	2014	2017	2018	RAS	1757	PU18-2A									
1316614167	13166	Puyjalon	2013	14167	Puyjalon	2014	2017	2018	RAS	4586	PU19-1A									
1316613179	13166	Puyjalon	2013	13179	Puyjalon	2013	2017	2018	RAS	4586	PU19-1B									
1314614167	13146	Puyjalon	2013	14167	Puyjalon	2014	2017	2018	RAS	2664	PU19-2A									
1314613179	13146	Puyjalon	2013	13179	Puyjalon	2013	2017	2018	RAS	2664	PU19-2B									
1314614132	13146	Puyjalon	2013	14132	Puyjalon	2014	2017	2018	RAS	2349	PU20-1A									
1314613150	13146	Puyjalon	2013	13150	Puyjalon	2013	2017	2018	RAS	2349	PU20-1B									
1316614132	13166	Puyjalon	2013	14132	Puyjalon	2014	2017	2018	RAS	1496	PU20-2A									
1316613150	13166	Puyjalon	2013	13150	Puyjalon	2013	2017	2018	RAS	1496	PU20-2B									
1405014016	14050	Puyjalon	2014	14016	Puyjalon	2014	2017	2018	RAS	1478	PU2-1A									
1405014123	14050	Puyjalon	2014	14123	Puyjalon	2014	2017	2018	RAS	1478	PU2-1B									
1405014045	14050	Puyjalon	2014	14045	Puyjalon	2014	2017	2018	RAS	1478	PU2-1C									
1414914016	14149	Puyjalon	2014	14016	Puyjalon	2014	2017	2018	RAS	1579	PU2-2A									
1414914123	14149	Puyjalon	2014	14123	Puyjalon	2014	2017	2018	RAS	1579	PU2-2B									
1414914045	14149	Puyjalon	2014	14045	Puyjalon	2014	2017	2018	RAS	1579	PU2-2C									
1401514016	14015	Puyjalon	2014	14016	Puyjalon	2014	2017	2018	RAS	1769	PU2-3A									
1401514123	14015	Puyjalon	2014	14123	Puyjalon	2014	2017	2018	RAS	1769	PU2-3B									
1401514045	14015	Puyjalon	2014	14045	Puyjalon	2014	2017	2018	RAS	1769	PU2-3C									
1405214053	14052	Puyjalon	2014	14053	Puyjalon	2014	2017	2018	RAS	2044	PU3-1A									
1405214129	14052	Puyjalon	2014	14129	Puyjalon	2014	2017	2018	RAS	2044	PU3-1B									
1405214165	14052	Puyjalon	2014	14165	Puyjalon	2014	2017	2018	RAS	2044	PU3-1C									
1414014053	14140	Puyjalon	2014	14053	Puyjalon	2014	2017	2018	RAS	1875	PU3-2A									
1414014129	14140	Puyjalon	2014	14129	Puyjalon	2014	2017	2018	RAS	1875	PU3-2B									
1414014165	14140	Puyjalon	2014	14165	Puyjalon	2014	2017	2018	RAS	1875	PU3-2C									
1410914053	14109	Puyjalon	2014	14053	Puyjalon	2014	2017	2018	RAS	777	PU3-3A									
1410914129	14109	Puyjalon	2014	14129	Puyjalon	2014	2017	2018	RAS	777	PU3-3B									
1410914165	14109	Puyjalon	2014	14165	Puyjalon	2014	2017	2018	RAS	777	PU3-3C									
1416614064	14166	Puyjalon	2014	14064	Puyjalon	2014	2017	2018	RAS	1437	PU4-1B									
1416613083	14166	Puyjalon	2014	13083	Puyjalon	2013	2017	2018	RAS	1437	PU4-1C									
1400414064	14004	Puyjalon	2014	14064	Puyjalon	2014	2017	2018	RAS	1403	PU4-2B									
1400413083	14004	Puyjalon	2014	13083	Puyjalon	2013	2017	2018	RAS	1403	PU4-2C									
1405114064	14051	Puyjalon	2014	14064	Puyjalon	2014	2017	2018	RAS	1662	PU4-3B									
1405113083	14051	Puyjalon	2014	13083	Puyjalon	2013	2017	2018	RAS	1662	PU4-3C									
1304013179	13040	Puyjalon	2013	13179	Puyjalon	2013	2017	2018	RAS	1355	PU5-1A									
1304013159	13040	Puyjalon	2013	13159	Puyjalon	2013	2017	2018	RAS	1355	PU5-1B									
1304013150	13040	Puyjalon	2013	13150	Puyjalon	2013	2017	2018	RAS	1355	PU5-1C									
1415413179	14154	Puyjalon	2014	13179	Puyjalon	2013	2017	2018	RAS	1326	PU5-2A									
1415413159	14154	Puyjalon	2014	13159	Puyjalon	2013	2017	2018	RAS	1326	PU5-2B									
1415413150	14154	Puyjalon	2014	13150	Puyjalon	2013	2017	2018	RAS	1326	PU5-2C									
1317013179	13170	Puyjalon	2013	13179	Puyjalon	2013	2017	2018	RAS	1421	PU5-3A									
1317013159	13170	Puyjalon	2013	13159	Puyjalon	2013	2017	2018	RAS	1421	PU5-3B									
1317013150	13170	Puyjalon	2013	13150	Puyjalon	2013	2017	2018	RAS	1421	PU5-3C									
1318613113	13186	Puyjalon	2013	13113	Puyjalon	2013	2017	2018	RAS	1182	PU6-1A									
1318614132	13186	Puyjalon	2013	14132	Puyjalon	2014	2017	2018	RAS	1182	PU6-1B									
1404813113	14048	Puyjalon	2014	13113	Puyjalon	2013	2017	2018	RAS	1796	PU6-2A									
1404814132	14048	Puyjalon	2014	14132	Puyjalon	2014	2017	2018	RAS	1796	PU6-2B									
1412714053	14127	Puyjalon	2014	14053	Puyjalon	2014	2017	2018	RAS	940	PU7-1A									
1412713083	14127	Puyjalon	2014	13083	Puyjalon	2013	2017	2018	RAS	940	PU7-1C									
1318814053	13188	Puyjalon	2013	14053	Puyjalon	2014	2017	2018	RAS	3142	PU7-2A									
1318813083	13188	Puyjalon	2013	13083	Puyjalon	2013	2017	2018	RAS	3142	PU7-2C									
1406314053	14063	Puyjalon	2014	14053	Puyjalon	2014	2017	2018	RAS	1699	PU7-3A									
1406313083	14063	Puyjalon	2014	13083	Puyjalon	2013	2017	2018	RAS	1699	PU7-3C									
1410814129	14108	Puyjalon	2014	14129	Puyjalon	2014	2017	2018	RAS	1860	PU8-1A									
1410813179	14108	Puyjalon	2014	13179	Puyjalon	2013	2017	2018	RAS	1860	PU8-1B									
1410814123	14108	Puyjalon	2014	14123	Puyjalon	2014	2017	2018	RAS	1860	PU8-1C									
1415314129	14153	Puyjalon	2014	14129	Puyjalon	2014	2017	2018	RAS	2632	PU8-2A									
1415313179	14153	Puyjalon	2014	13179	Puyjalon	2013	2017	2018	RAS	2632	PU8-2B									
1415314123	14153	Puyjalon	2014	14123	Puyjalon	2014	2017	2018	RAS	2632	PU8-2C									
1414114129	14141	Puyjalon	2014	14129	Puyjalon	2014	2017	2018	RAS	1634	PU8-3A									
1414113179	14141	Puyjalon	2014	13179	Puyjalon	2013	2017	2018	RAS	1634	PU8-3B									
1414114123	14141	Puyjalon	2014	14123	Puyjalon	2014	2017	2018	RAS	1634	PU8-3C									
1319514165	13195	Puyjalon	2013	14165	Puyjalon	2014	2017	2018	RAS	2170	PU9-1A									
1319514064	13195	Puyjalon	2013	14064	Puyjalon	2014	2017	2018	RAS	2170	PU9-1B									
1319514045	13195	Puyjalon	2013	14045	Puyjalon	2014	2017	2018	RAS	2170	PU9-1C									
1400114165	14001	Puyjalon	2014	14165	Puyjalon	2014	2017	2018	RAS	2649	PU9-3A									
1400114064	14001	Puyjalon	2014	14064	Puyjalon	2014	2017	2018	RAS	2649	PU9-3B									
1400114045	14001	Puyjalon	2014	14045	Puyjalon	2014	2017	2018	RAS	2649	PU9-3C									
1401314077	14013	Romaine	2014	14077	Romaine	2014	2017	2018	RAS	2179	rien d'écrit									
1401313126	14013	Romaine	2014	13126	Romaine	2013	2017	2018	RAS	2179	rien d'écrit									
1401313112	14013	Romaine	2014	13112	Romaine	2013	2017	2018	RAS	2179	rien d'écrit									
1309113149	13091	Romaine	2013	13149	Romaine	2013	2017	2018	RAS	2343	RO10-1B									
1309113030	13091	Romaine	2013	13030	Romaine	2013	2017	2018	RAS	2343	RO10-1C									
1402513149	14025	Romaine	2014	13149	Romaine	2013	2017	2018	RAS	2911	RO10-2B									
1402513030	14025	Romaine	2014	13030	Romaine	2013	2017	2018	RAS	2911	RO10-2C									
1309213149	13092	Romaine	2013	13149	Romaine	2013	2017	2018	RAS	2197	RO10-3B									
1309213030	13092	Romaine	2013	13030	Romaine	2013	2017	2018	RAS	2197	RO10-3C									
1304713131	13047	Romaine	2013	13131	Romaine	2013	2017	2018	RAS	3595	RO11-1A									
1304713089	13047	Romaine	2013	13089	Romaine	2013	2017	2018	RAS	3595	RO11-1B									
1304713161	13047	Romaine	2013	13161	Romaine	2013	2017	2018	RAS	3595	RO11-1C									
1308813131	13088	Romaine	2013	13131	Romaine	2013	2017	2018	RAS	2563	RO11-2A									
1308813089	13088	Romaine	2013	13089	Romaine	2013	2017	2018	RAS	2563	RO11-2B									
1308813161	13088	Romaine	2013	13161	Romaine	2013	2017	2018	RAS	2563	RO11-2C									
1403213131	14032	Romaine	2014	13131	Romaine	2013	2017	2018	RAS	4007	RO11-3A									
1403213089	14032	Romaine	2014	13089	Romaine	2013	2017	2018	RAS	4007	RO11-3B									
1403213161	14032	Romaine	2014	13161	Romaine	2013	2017	2018	RAS	4007	RO11-3C									
1402213045	14022	Romaine	2014	13045	Romaine	2013	2017	2018	RAS	1882	RO1-1A									
1402213111	14022	Romaine	2014	13111	Romaine	2013	2017	2018	RAS	1882	RO1-1B									
1304315035	13043	Romaine	2013	15035	Romaine	2015	2017	2018	RAS	3737	RO12-1A									
1304314075	13043	Romaine	2013	14075	Romaine	2014	2017	2018	RAS	3737	RO12-1B									
1304313103	13043	Romaine	2013	13103	Romaine	2013	2017	2018	RAS	3737	RO12-1C									
1316815035	13168	Romaine	2013	15035	Romaine	2015	2017	2018	RAS	4754	RO12-2A									
1316814075	13168	Romaine	2013	14075	Romaine	2014	2017	2018	RAS	4754	RO12-2B									
1316813103	13168	Romaine	2013	13103	Romaine	2013	2017	2018	RAS	4754	RO12-2C									
1412515035	14125	Romaine	2014	15035	Romaine	2015	2017	2018	RAS	2071	RO12-3A									
1412514075	14125	Romaine	2014	14075	Romaine	2014	2017	2018	RAS	2071	RO12-3B									
1412513103	14125	Romaine	2014	13103	Romaine	2013	2017	2018	RAS	2071	RO12-3C									
1407613045	14076	Romaine	2014	13045	Romaine	2013	2017	2018	RAS	1276	RO1-2A									
1407613111	14076	Romaine	2014	13111	Romaine	2013	2017	2018	RAS	1276	RO1-2B									
1308114161	13081	Romaine	2013	14161	Romaine	2014	2017	2018	RAS	3520	RO13-1A									
1308114011	13081	Romaine	2013	14011	Romaine	2014	2017	2018	RAS	3520	RO13-1B									
1308114099	13081	Romaine	2013	14099	Romaine	2014	2017	2018	RAS	3520	RO13-1C									
1305614161	13056	Romaine	2013	14161	Romaine	2014	2017	2018	RAS	3532	RO13-2A									
1305614011	13056	Romaine	2013	14011	Romaine	2014	2017	2018	RAS	3532	RO13-2B									
1305614099	13056	Romaine	2013	14099	Romaine	2014	2017	2018	RAS	3532	RO13-2C									
1318014161	13180	Romaine	2013	14161	Romaine	2014	2017	2018	RAS	3526	RO13-3A									
1318014011	13180	Romaine	2013	14011	Romaine	2014	2017	2018	RAS	3526	RO13-3B									
1318014099	13180	Romaine	2013	14099	Romaine	2014	2017	2018	RAS	3526	RO13-3C									
1313813112	13138	Romaine	2013	13112	Romaine	2013	2017	2018	RAS	1764	RO14-1A									
1313814077	13138	Romaine	2013	14077	Romaine	2014	2017	2018	RAS	1764	RO14-1B									
1313813126	13138	Romaine	2013	13126	Romaine	2013	2017	2018	RAS	1764	RO14-1C									
1309913112	13099	Romaine	2013	13112	Romaine	2013	2017	2018	RAS	4254	RO14-2A									
1309914077	13099	Romaine	2013	14077	Romaine	2014	2017	2018	RAS	4254	RO14-2B									
1309913126	13099	Romaine	2013	13126	Romaine	2013	2017	2018	RAS	4254	RO14-2C									
1305413011	13054	Romaine	2013	13011	Romaine	2013	2017	2018	RAS	2330	RO15-1A									
1305413029	13054	Romaine	2013	13029	Romaine	2013	2017	2018	RAS	2330	RO15-1B									
1309413011	13094	Romaine	2013	13011	Romaine	2013	2017	2018	RAS	2473	RO15-2A									
1309413029	13094	Romaine	2013	13029	Romaine	2013	2017	2018	RAS	2473	RO15-2B									
1307113154	13071	Romaine	2013	13154	Romaine	2013	2017	2018	RAS	1078	RO16-1A									
1307113156	13071	Romaine	2013	13156	Romaine	2013	2017	2018	RAS	1078	RO16-1B									
1316313154	13163	Romaine	2013	13154	Romaine	2013	2017	2018	RAS	2114	RO16-2A									
1316313156	13163	Romaine	2013	13156	Romaine	2013	2017	2018	RAS	2114	RO16-2B									
1317114134	13171	Romaine	2013	14134	Romaine	2014	2017	2018	RAS	2171	RO17-1A									
1317114110	13171	Romaine	2013	14110	Romaine	2014	2017	2018	RAS	2171	RO17-1B									
1317114006	13171	Romaine	2013	14006	Romaine	2014	2017	2018	RAS	2171	RO17-1C									
1312514134	13125	Romaine	2013	14134	Romaine	2014	2017	2018	RAS	3607	RO17-2A									
1312514110	13125	Romaine	2013	14110	Romaine	2014	2017	2018	RAS	3607	RO17-2B									
1312514006	13125	Romaine	2013	14006	Romaine	2014	2017	2018	RAS	3607	RO17-2C									
1303514134	13035	Romaine	2013	14134	Romaine	2014	2017	2018	RAS	3143	RO17-3A									
1303514110	13035	Romaine	2013	14110	Romaine	2014	2017	2018	RAS	3143	RO17-3B									
1303514006	13035	Romaine	2013	14006	Romaine	2014	2017	2018	RAS	3143	RO17-3C									
1406714098	14067	Romaine	2014	14098	Romaine	2014	2017	2018	RAS	1605	RO18-1A									
1406714147	14067	Romaine	2014	14147	Romaine	2014	2017	2018	RAS	1605	RO18-1B									
1406713161	14067	Romaine	2014	13161	Romaine	2013	2017	2018	RAS	1605	RO18-1C									
1307114098	13071	Romaine	2013	14098	Romaine	2014	2017	2018	RAS	1194	RO18-2A									
1307114147	13071	Romaine	2013	14147	Romaine	2014	2017	2018	RAS	1194	RO18-2B									
1307113161	13071	Romaine	2013	13161	Romaine	2013	2017	2018	RAS	1194	RO18-2C									
1300314098	13003	Romaine	2013	14098	Romaine	2014	2017	2018	RAS	689	RO18-3A									
1300314147	13003	Romaine	2013	14147	Romaine	2014	2017	2018	RAS	689	RO18-3B									
1300313161	13003	Romaine	2013	13161	Romaine	2013	2017	2018	RAS	689	RO18-3C									
1503314034	15033	Romaine	2015	14034	Romaine	2014	2017	2018	RAS	1800	RO19-1A									
1503313036	15033	Romaine	2015	13036	Romaine	2013	2017	2018	RAS	1800	RO19-1B									
1313814034	13138	Romaine	2013	14034	Romaine	2014	2017	2018	RAS	770	RO19-2A									
1313813036	13138	Romaine	2013	13036	Romaine	2013	2017	2018	RAS	770	RO19-2B									
1311614110	13116	Romaine	2013	14110	Romaine	2014	2017	2018	RAS	2945	RO20-1A									
1311613011	13116	Romaine	2013	13011	Romaine	2013	2017	2018	RAS	2945	RO20-1B									
1311613156	13116	Romaine	2013	13156	Romaine	2013	2017	2018	RAS	2945	RO20-1C									
1502813053	15028	Romaine	2015	13053	Romaine	2013	2017	2018	RAS	1759	RO2-1A									
1502813026	15028	Romaine	2015	13026	Romaine	2013	2017	2018	RAS	1759	RO2-1B									
1306213053	13062	Romaine	2013	13053	Romaine	2013	2017	2018	RAS	1439	RO2-2A									
1306213026	13062	Romaine	2013	13026	Romaine	2013	2017	2018	RAS	1439	RO2-2B									
1407413089	14074	Romaine	2014	13089	Romaine	2013	2017	2018	RAS	2418	RO3-1A									
1407413112	14074	Romaine	2014	13112	Romaine	2013	2017	2018	RAS	2418	RO3-1B									
1407413019	14074	Romaine	2014	13019	Romaine	2013	2017	2018	RAS	2418	RO3-1C									
1404313089	14043	Romaine	2014	13089	Romaine	2013	2017	2018	RAS	1523	RO3-2A									
1404313112	14043	Romaine	2014	13112	Romaine	2013	2017	2018	RAS	1523	RO3-2B									
1404313019	14043	Romaine	2014	13019	Romaine	2013	2017	2018	RAS	1523	RO3-2C									
1305913089	13059	Romaine	2013	13089	Romaine	2013	2017	2018	RAS	1240	RO3-3A									
1305913112	13059	Romaine	2013	13112	Romaine	2013	2017	2018	RAS	1240	RO3-3B									
1305913019	13059	Romaine	2013	13019	Romaine	2013	2017	2018	RAS	1240	RO3-3C									
1314313149	13143	Romaine	2013	13149	Romaine	2013	2017	2018	RAS	1373	RO4-1A									
1314313030	13143	Romaine	2013	13030	Romaine	2013	2017	2018	RAS	1373	RO4-1B									
1314314077	13143	Romaine	2013	14077	Romaine	2014	2017	2018	RAS	1373	RO4-1C									
1316713149	13167	Romaine	2013	13149	Romaine	2013	2017	2018	RAS	1251	RO4-2A									
1316713030	13167	Romaine	2013	13030	Romaine	2013	2017	2018	RAS	1251	RO4-2B									
1316714077	13167	Romaine	2013	14077	Romaine	2014	2017	2018	RAS	1251	RO4-2C									
1412213149	14122	Romaine	2014	13149	Romaine	2013	2017	2018	RAS	1162	RO4-3A									
1412213030	14122	Romaine	2014	13030	Romaine	2013	2017	2018	RAS	1162	RO4-3B									
1412214077	14122	Romaine	2014	14077	Romaine	2014	2017	2018	RAS	1162	RO4-3C									
1502114086	15021	Romaine	2015	14086	Romaine	2014	2017	2018	RAS	1897	RO5-1A									
1502114099	15021	Romaine	2015	14099	Romaine	2014	2017	2018	RAS	1897	RO5-1C									
1406214086	14062	Romaine	2014	14086	Romaine	2014	2017	2018	RAS	2297	RO5-2A									
1406214099	14062	Romaine	2014	14099	Romaine	2014	2017	2018	RAS	2297	RO5-2C									
1408014086	14080	Romaine	2014	14086	Romaine	2014	2017	2018	RAS	1680	RO5-3A									
1408014099	14080	Romaine	2014	14099	Romaine	2014	2017	2018	RAS	1680	RO5-3C									
1409614147	14096	Romaine	2014	14147	Romaine	2014	2017	2018	RAS	1170	RO6-1A									
1409613011	14096	Romaine	2014	13011	Romaine	2013	2017	2018	RAS	1170	RO6-1B									
1503214147	15032	Romaine	2015	14147	Romaine	2014	2017	2018	RAS	962	RO6-2A									
1503213011	15032	Romaine	2015	13011	Romaine	2013	2017	2018	RAS	962	RO6-2B									
1316314147	13163	Romaine	2013	14147	Romaine	2014	2017	2018	RAS	714	RO6-3A									
1316313011	13163	Romaine	2013	13011	Romaine	2013	2017	2018	RAS	714	RO6-3B									
1309313029	13093	Romaine	2013	13029	Romaine	2013	2017	2018	RAS	2670	RO7-1A									
1309313154	13093	Romaine	2013	13154	Romaine	2013	2017	2018	RAS	2670	RO7-1B									
1309313030	13093	Romaine	2013	13030	Romaine	2013	2017	2018	RAS	2670	RO7-1C									
1316413029	13164	Romaine	2013	13029	Romaine	2013	2017	2018	RAS	2313	RO7-2A									
1316413154	13164	Romaine	2013	13154	Romaine	2013	2017	2018	RAS	2313	RO7-2B									
1316413030	13164	Romaine	2013	13030	Romaine	2013	2017	2018	RAS	2313	RO7-2C									
1319213029	13192	Romaine	2013	13029	Romaine	2013	2017	2018	RAS	2283	RO7-3A									
1319213154	13192	Romaine	2013	13154	Romaine	2013	2017	2018	RAS	2283	RO7-3B									
1319213030	13192	Romaine	2013	13030	Romaine	2013	2017	2018	RAS	2283	RO7-3C									
1301613156	13016	Romaine	2013	13156	Romaine	2013	2017	2018	RAS	1735	RO8-1A									
1301614011	13016	Romaine	2013	14011	Romaine	2014	2017	2018	RAS	1735	RO8-1B									
1301614161	13016	Romaine	2013	14161	Romaine	2014	2017	2018	RAS	1735	RO8-1C									
1411513156	14115	Romaine	2014	13156	Romaine	2013	2017	2018	RAS	1996	RO8-2A									
1411514011	14115	Romaine	2014	14011	Romaine	2014	2017	2018	RAS	1996	RO8-2B									
1411514161	14115	Romaine	2014	14161	Romaine	2014	2017	2018	RAS	1996	RO8-2C									
1300613156	13006	Romaine	2013	13156	Romaine	2013	2017	2018	RAS	2361	RO8-3A									
1300614011	13006	Romaine	2013	14011	Romaine	2014	2017	2018	RAS	2361	RO8-3B									
1300614161	13006	Romaine	2013	14161	Romaine	2014	2017	2018	RAS	2361	RO8-3C									
1315115035	13151	Romaine	2013	15035	Romaine	2015	2017	2018	RAS	1771	RO9-1A									
1315113126	13151	Romaine	2013	13126	Romaine	2013	2017	2018	RAS	1771	RO9-1B									
1315114111	13151	Romaine	2013	14111	Romaine	2014	2017	2018	RAS	1771	RO9-1C									
1315113089	13151	Romaine	2013	13089	Romaine	2013	2017	2018	RAS	1771	RO9-1D									
1403615035	14036	Romaine	2014	15035	Romaine	2015	2017	2018	RAS	1402	RO9-2A									
1403613126	14036	Romaine	2014	13126	Romaine	2013	2017	2018	RAS	1402	RO9-2B									
1403614111	14036	Romaine	2014	14111	Romaine	2014	2017	2018	RAS	1402	RO9-2C									
1403613089	14036	Romaine	2014	13089	Romaine	2013	2017	2018	RAS	1402	RO9-2D									
1306515035	13065	Romaine	2013	15035	Romaine	2015	2017	2018	RAS	1384	RO9-3A									
1306513126	13065	Romaine	2013	13126	Romaine	2013	2017	2018	RAS	1384	RO9-3B									
1306514111	13065	Romaine	2013	14111	Romaine	2014	2017	2018	RAS	1384	RO9-3C									
1306513089	13065	Romaine	2013	13089	Romaine	2013	2017	2018	RAS	1384	RO9-3D									
1413315035	14133	Romaine	2014	15035	Romaine	2015	2017	2018	RAS	780	RO9-4A									
1413313126	14133	Romaine	2014	13126	Romaine	2013	2017	2018	RAS	780	RO9-4B									
1413314111	14133	Romaine	2014	14111	Romaine	2014	2017	2018	RAS	780	RO9-4C									
1413313089	14133	Romaine	2014	13089	Romaine	2013	2017	2018	RAS	780	RO9-4D									
1402113105	14021	Puyjalon	2014	13105	Puyjalon	2013	2018	2019	LARSA	2713	PU1-1A									
1402114102	14021	Puyjalon	2014	14102	Puyjalon	2014	2018	2019	LARSA	2713	PU1-1B									
1414213064	14142	Puyjalon	2014	13064	Puyjalon	2013	2018	2019	LARSA	2328	PU12-1A									
1414213098	14142	Puyjalon	2014	13098	Puyjalon	2013	2018	2019	LARSA	2328	PU12-1B									
1502613064	15026	Puyjalon	2015	13064	Puyjalon	2013	2018	2019	LARSA	2288	PU12-2A									
1502613098	15026	Puyjalon	2015	13098	Puyjalon	2013	2018	2019	LARSA	2288	PU12-2B									
1413813105	14138	Puyjalon	2014	13105	Puyjalon	2013	2018	2019	LARSA	2160	PU1-2A									
1413814102	14138	Puyjalon	2014	14102	Puyjalon	2014	2018	2019	LARSA	2160	PU1-2B									
1400114131	14001	Puyjalon	2014	14131	Puyjalon	2014	2018	2019	LARSA	3442	PU13-1A									
1400113069	14001	Puyjalon	2014	13069	Puyjalon	2013	2018	2019	LARSA	3442	PU13-1B									
1400113086	14001	Puyjalon	2014	13086	Puyjalon	2013	2018	2019	LARSA	3442	PU13-1C									
1409414131	14094	Puyjalon	2014	14131	Puyjalon	2014	2018	2019	LARSA	3646	PU13-2A									
1409413069	14094	Puyjalon	2014	13069	Puyjalon	2013	2018	2019	LARSA	3646	PU13-2B									
1409413086	14094	Puyjalon	2014	13086	Puyjalon	2013	2018	2019	LARSA	3646	PU13-2C									
1413914131	14139	Puyjalon	2014	14131	Puyjalon	2014	2018	2019	LARSA	3057	PU13-3A									
1413913069	14139	Puyjalon	2014	13069	Puyjalon	2013	2018	2019	LARSA	3057	PU13-3B									
1413913086	14139	Puyjalon	2014	13086	Puyjalon	2013	2018	2019	LARSA	3057	PU13-3C									
1402613052	14026	Puyjalon	2014	13052	Puyjalon	2013	2018	2019	LARSA	1027	PU14-1A									
1402613130	14026	Puyjalon	2014	13130	Puyjalon	2013	2018	2019	LARSA	1027	PU14-1B									
1402613121	14026	Puyjalon	2014	13121	Puyjalon	2013	2018	2019	LARSA	1027	PU14-1C									
1404913052	14049	Puyjalon	2014	13052	Puyjalon	2013	2018	2019	SSRR	1943	PU14-2A									
1404913130	14049	Puyjalon	2014	13130	Puyjalon	2013	2018	2019	SSRR	1943	PU14-2B									
1404913121	14049	Puyjalon	2014	13121	Puyjalon	2013	2018	2019	SSRR	1943	PU14-2C									
1502313052	15023	Puyjalon	2015	13052	Puyjalon	2013	2018	2019	SSRR	2015	PU14-3A									
1502313130	15023	Puyjalon	2015	13130	Puyjalon	2013	2018	2019	SSRR	2015	PU14-3B									
1502313121	15023	Puyjalon	2015	13121	Puyjalon	2013	2018	2019	SSRR	2015	PU14-3C									
1411413123	14114	Puyjalon	2014	13123	Puyjalon	2013	2018	2019	SSRR	2559	PU15-1A									
1411413159	14114	Puyjalon	2014	13159	Puyjalon	2013	2018	2019	SSRR	2559	PU15-1B									
1411413187	14114	Puyjalon	2014	13187	Puyjalon	2013	2018	2019	SSRR	2559	PU15-1C									
1407813123	14078	Puyjalon	2014	13123	Puyjalon	2013	2018	2019	SSRR	2132	PU15-2A									
