ID	NumUnique	PopUniq	Nom_Pop	Year	Origine	Sex	Assigned
14009	559	2	Puyjalon	2020	Smolt	M	non
14015	560	2	Puyjalon	2020	Smolt	F	non
14021	561	2	Puyjalon	2020	Smolt	F	non
14029	562	2	Puyjalon	2020	Smolt	F	non
14050	563	2	Puyjalon	2020	Smolt	F	non
14062	564	1	Romaine	2020	Smolt	F	non
14063	565	2	Puyjalon	2020	Smolt	F	non
14067	566	1	Romaine	2020	Smolt	F	non
14080	567	1	Romaine	2020	Smolt	F	non
14083	568	2	Puyjalon	2020	Smolt	M	non
14087	569	2	Puyjalon	2020	Smolt	M	non
14088	570	1	Romaine	2020	Smolt	M	non
14091	571	2	Puyjalon	2020	Smolt	M	non
14096	572	1	Romaine	2020	Smolt	F	non
14101	573	2	Puyjalon	2020	Smolt	M	non
14104	574	2	Puyjalon	2020	Smolt	F	non
14108	575	2	Puyjalon	2020	Smolt	F	non
14114	576	2	Puyjalon	2020	Smolt	F	non
14122	577	1	Romaine	2020	Smolt	F	non
14123	578	2	Puyjalon	2020	Smolt	M	non
14131	579	2	Puyjalon	2020	Smolt	M	non
14133	580	1	Romaine	2020	Smolt	F	non
14134	581	1	Romaine	2020	Smolt	M	non
14138	582	2	Puyjalon	2020	Smolt	F	non
14139	583	2	Puyjalon	2020	Smolt	F	non
14148	584	1	Romaine	2020	Smolt	M	non
14149	585	2	Puyjalon	2020	Smolt	F	non
14150	586	2	Puyjalon	2020	Smolt	F	non
14154	587	2	Puyjalon	2020	Smolt	F	non
14159	588	2	Puyjalon	2020	Smolt	M	non
14161	589	1	Romaine	2020	Smolt	M	non
14165	590	2	Puyjalon	2020	Smolt	M	non
15023	591	2	Puyjalon	2020	Smolt	F	non
15026	592	2	Puyjalon	2020	Smolt	F	non
15028	593	1	Romaine	2020	Smolt	F	non
15032	594	1	Romaine	2020	Smolt	F	non
15033	595	1	Romaine	2020	Smolt	F	non
15039	596	1	Romaine	2020	Smolt	M	non
17201	597	2	Puyjalon	2020	Smolt	F	non
17202	598	2	Puyjalon	2020	Smolt	F	non
17203	599	2	Puyjalon	2020	Smolt	F	non
17205	600	2	Puyjalon	2020	Smolt	F	non
17210	601	2	Puyjalon	2020	Smolt	F	non
17213	602	2	Puyjalon	2020	Smolt	F	non
19039	603	1	Romaine	2020	Smolt	M	oui
19050	604	1	Romaine	2020	Smolt	M	non
19T13	605	1	Romaine	2020	Tacon	M	oui
19T15	606	1	Romaine	2020	Tacon	M	oui
19T19	607	1	Romaine	2020	Tacon	M	oui
13011	608	1	Romaine	2021	Smolt	M	non
13034	609	2	Puyjalon	2021	Smolt	M	non
13066	610	1	Romaine	2021	Smolt	M	non
13070	611	1	Romaine	2021	Smolt	M	non
13187	612	2	Puyjalon	2021	Smolt	M	non
14019	613	2	Puyjalon	2021	Smolt	F	non
14026	614	2	Puyjalon	2021	Smolt	F	non
14033	615	2	Puyjalon	2021	Smolt	M	non
14087	616	2	Puyjalon	2021	Smolt	M	non
14129	617	2	Puyjalon	2021	Smolt	M	non
14148	618	1	Romaine	2021	Smolt	M	non
14167	619	2	Puyjalon	2021	Smolt	M	non
15034	620	2	Puyjalon	2021	Smolt	F	non
17201	621	2	Puyjalon	2021	Smolt	F	non
17202	622	2	Puyjalon	2021	Smolt	F	non
17204	623	2	Puyjalon	2021	Smolt	F	non
17205	624	2	Puyjalon	2021	Smolt	F	non
17206	625	2	Puyjalon	2021	Smolt	F	non
17211	626	2	Puyjalon	2021	Smolt	F	non
17212	627	2	Puyjalon	2021	Smolt	F	non
17213	628	2	Puyjalon	2021	Smolt	F	non
18001	629	1	Romaine	2021	Smolt	F	non
18002	630	1	Romaine	2021	Smolt	M	non
19042	631	2	Puyjalon	2021	Smolt	F	non
19053	632	2	Puyjalon	2021	Smolt	F	non
19054	633	2	Puyjalon	2021	Smolt	M	non
19060	634	2	Puyjalon	2021	Smolt	M	oui
19064	635	1	Romaine	2021	Smolt	F	non
19T01	636	1	Romaine	2021	Tacon	F	non
19T04	637	1	Romaine	2021	Tacon	F	non
19T07	638	1	Romaine	2021	Tacon	F	oui
19T08	639	1	Romaine	2021	Tacon	F	oui
19T09	640	1	Romaine	2021	Tacon	F	oui
19T10	641	1	Romaine	2021	Tacon	F	oui
19T11	642	1	Romaine	2021	Tacon	F	oui
19T12	643	1	Romaine	2021	Tacon	F	oui
19T15	644	1	Romaine	2021	Tacon	M	oui
19T16	645	1	Romaine	2021	Tacon	F	oui
19T17	646	1	Romaine	2021	Tacon	F	oui
19T18	647	1	Romaine	2021	Tacon	F	oui
19T22	648	1	Romaine	2021	Tacon	F	oui
19T23	649	1	Romaine	2021	Tacon	F	oui
19T24	650	1	Romaine	2021	Tacon	M	oui
19T26	651	1	Romaine	2021	Tacon	F	oui
19T28	652	1	Romaine	2021	Tacon	M	oui
19T30	653	1	Romaine	2021	Tacon	F	non
20036	654	1	Romaine	2021	Smolt	M	non
20039	655	2	Puyjalon	2021	Smolt	M	non
20049	656	2	Puyjalon	2021	Smolt	M	non
20060	657	2	Puyjalon	2021	Smolt	M	non
20T07	658	1	Romaine	2021	Tacon	M	non
13018	659	2	Puyjalon	2022	Smolt	M	non
13066	660	1	Romaine	2022	Smolt	M	non
13123	661	2	Puyjalon	2022	Smolt	M	non
14091	662	2	Puyjalon	2022	Smolt	M	non
14102	663	2	Puyjalon	2022	Smolt	M	non
14132	664	2	Puyjalon	2022	Smolt	M	non
14151	665	2	Puyjalon	2022	Smolt	M	non
14156	666	2	Puyjalon	2022	Smolt	M	non
15038	667	2	Puyjalon	2022	Smolt	M	non
17203	668	2	Puyjalon	2022	Smolt	F	non
18001	669	1	Romaine	2022	Smolt	F	non
19034	670	2	Puyjalon	2022	Smolt	M	non
19036	671	2	Puyjalon	2022	Smolt	M	non
19038	672	2	Puyjalon	2022	Smolt	F	oui
19039	673	1	Romaine	2022	Smolt	M	oui
19040	674	2	Puyjalon	2022	Smolt	F	non
19041	675	2	Puyjalon	2022	Smolt	M	oui
19044	676	2	Puyjalon	2022	Smolt	F	oui
19050	677	1	Romaine	2022	Smolt	M	non
19051	678	2	Puyjalon	2022	Smolt	F	non
19053	679	2	Puyjalon	2022	Smolt	F	non
19054	680	2	Puyjalon	2022	Smolt	M	non
19055	681	2	Puyjalon	2022	Smolt	F	non
19060	682	2	Puyjalon	2022	Smolt	M	oui
19064	683	1	Romaine	2022	Smolt	F	non
19066	684	2	Puyjalon	2022	Smolt	F	non
19T01	685	1	Romaine	2022	Tacon	F	non
19T07	686	1	Romaine	2022	Tacon	F	oui
19T09	687	1	Romaine	2022	Tacon	F	oui
19T10	688	1	Romaine	2022	Tacon	F	oui
19T12	689	1	Romaine	2022	Tacon	F	oui
19T13	690	1	Romaine	2022	Tacon	M	oui
19T18	691	1	Romaine	2022	Tacon	F	oui
19T19	692	1	Romaine	2022	Tacon	M	oui
19T23	693	1	Romaine	2022	Tacon	F	oui
19T26	694	1	Romaine	2022	Tacon	F	oui
20020	695	2	Puyjalon	2022	Smolt	F	non
20023	696	2	Puyjalon	2022	Smolt	M	oui
20024	697	1	Romaine	2022	Smolt	M	non
20032	698	2	Puyjalon	2022	Smolt	F	non
20034	699	2	Puyjalon	2022	Smolt	F	non
20040	700	2	Puyjalon	2022	Smolt	F	oui
20042	701	1	Romaine	2022	Smolt	F	non
20044	702	2	Puyjalon	2022	Smolt	F	non
20049	703	2	Puyjalon	2022	Smolt	M	non
20053	704	2	Puyjalon	2022	Smolt	F	oui
20060	705	2	Puyjalon	2022	Smolt	M	non
20061	706	2	Puyjalon	2022	Smolt	F	non
20062	707	2	Puyjalon	2022	Smolt	F	non
20063	708	2	Puyjalon	2022	Smolt	F	oui
20068	709	2	Puyjalon	2022	Smolt	F	oui
20076	710	2	Puyjalon	2022	Smolt	F	non
20078	711	2	Puyjalon	2022	Smolt	F	non
20079	712	2	Puyjalon	2022	Smolt	M	non
20080	713	1	Romaine	2022	Smolt	F	non
20081	714	2	Puyjalon	2022	Smolt	M	non
20085	715	1	Romaine	2022	Smolt	F	oui
20087	716	2	Puyjalon	2022	Smolt	F	non
20095	717	2	Puyjalon	2022	Smolt	F	non
20100	718	1	Romaine	2022	Smolt	F	non
20101	719	2	Puyjalon	2022	Smolt	F	non
20102	720	2	Puyjalon	2022	Smolt	F	oui
20T02	721	1	Romaine	2022	Tacon	F	oui
20T03	722	1	Romaine	2022	Tacon	M	non
20T04	723	1	Romaine	2022	Tacon	F	non
20T05	724	1	Romaine	2022	Tacon	F	non
20T06	725	1	Romaine	2022	Tacon	F	non
20T08	726	1	Romaine	2022	Tacon	M	non
20T09	727	1	Romaine	2022	Tacon	F	non
20T11	728	1	Romaine	2022	Tacon	F	non
20T12	729	1	Romaine	2022	Tacon	M	non
20T13	730	1	Romaine	2022	Tacon	F	non
20T14	731	1	Romaine	2022	Tacon	M	non
20T15	732	1	Romaine	2022	Tacon	M	non
20T18	733	1	Romaine	2022	Tacon	F	non
13149	734	1	Romaine	2023	Smolt	M	non
14167	735	2	Puyjalon	2023	Smolt	M	non
18001	736	1	Romaine	2023	Smolt	F	non
18002	737	1	Romaine	2023	Smolt	M	non
19035	738	2	Puyjalon	2023	Smolt	F	non
19036	739	2	Puyjalon	2023	Smolt	M	non
19038	740	2	Puyjalon	2023	Smolt	F	oui
19039	741	1	Romaine	2023	Smolt	M	oui
19042	742	2	Puyjalon	2023	Smolt	F	non
19044	743	2	Puyjalon	2023	Smolt	F	oui
19047	744	2	Puyjalon	2023	Smolt	M	oui
19050	745	1	Romaine	2023	Smolt	M	non
19051	746	2	Puyjalon	2023	Smolt	F	non
19052	747	2	Puyjalon	2023	Smolt	F	non
19053	748	2	Puyjalon	2023	Smolt	F	non
19054	749	2	Puyjalon	2023	Smolt	M	non
19057	750	2	Puyjalon	2023	Smolt	F	non
19062	751	1	Romaine	2023	Smolt	M	non
19064	752	1	Romaine	2023	Smolt	F	non
19065	753	2	Puyjalon	2023	Smolt	M	non
19066	754	2	Puyjalon	2023	Smolt	F	non
19T01	755	1	Romaine	2023	Tacon	F	non
19T04	756	1	Romaine	2023	Tacon	F	non
19T07	757	1	Romaine	2023	Tacon	F	oui
19T08	758	1	Romaine	2023	Tacon	F	oui
19T09	759	1	Romaine	2023	Tacon	F	oui
19T10	760	1	Romaine	2023	Tacon	F	oui
19T11	761	1	Romaine	2023	Tacon	F	oui
19T16	762	1	Romaine	2023	Tacon	F	oui
19T17	763	1	Romaine	2023	Tacon	F	oui
19T18	764	1	Romaine	2023	Tacon	F	oui
19T21	765	1	Romaine	2023	Tacon	M	non
19T22	766	1	Romaine	2023	Tacon	F	oui
19T24	767	1	Romaine	2023	Tacon	M	oui
19T30	768	1	Romaine	2023	Tacon	F	non
20021	769	2	Puyjalon	2023	Smolt	F	non
20029	770	2	Puyjalon	2023	Smolt	F	oui
20036	771	1	Romaine	2023	Smolt	M	non
20038	772	2	Puyjalon	2023	Smolt	F	non
20039	773	2	Puyjalon	2023	Smolt	M	non
20042	774	1	Romaine	2023	Smolt	F	non
20043	775	2	Puyjalon	2023	Smolt	F	non
20044	776	2	Puyjalon	2023	Smolt	F	non
20045	777	2	Puyjalon	2023	Smolt	F	non
20048	778	2	Puyjalon	2023	Smolt	F	non
20051	779	2	Puyjalon	2023	Smolt	F	oui
20052	780	2	Puyjalon	2023	Smolt	M	non
20060	781	2	Puyjalon	2023	Smolt	M	non
20061	782	2	Puyjalon	2023	Smolt	F	non
20062	783	2	Puyjalon	2023	Smolt	F	non
20068	784	2	Puyjalon	2023	Smolt	F	oui
20080	785	1	Romaine	2023	Smolt	F	non
20082	786	2	Puyjalon	2023	Smolt	F	non
20085	787	1	Romaine	2023	Smolt	F	oui
20087	788	2	Puyjalon	2023	Smolt	F	non
20099	789	2	Puyjalon	2023	Smolt	M	non
20101	790	2	Puyjalon	2023	Smolt	F	non
20102	791	2	Puyjalon	2023	Smolt	F	oui
20T04	792	1	Romaine	2023	Tacon	F	non
20T06	793	1	Romaine	2023	Tacon	F	non
20T07	794	1	Romaine	2023	Tacon	M	non
20T09	795	1	Romaine	2023	Tacon	F	non
20T13	796	1	Romaine	2023	Tacon	F	non
20T15	797	1	Romaine	2023	Tacon	M	non
20T16	798	1	Romaine	2023	Tacon	F	non
20T18	799	1	Romaine	2023	Tacon	F	non
21046	800	2	Puyjalon	2023	Smolt	M	non
21051	801	1	Romaine	2023	Smolt	F	non
21052	802	2	Puyjalon	2023	Smolt	M	oui
21053	803	2	Puyjalon	2023	Smolt	M	non
21058	804	1	Romaine	2023	Smolt	F	oui
21071	805	2	Puyjalon	2023	Smolt	F	non
21082	806	2	Puyjalon	2023	Smolt	F	non
21091	807	1	Romaine	2023	Smolt	F	oui
21093	808	1	Romaine	2023	Smolt	M	oui
21099	809	2	Puyjalon	2023	Smolt	F	oui
21114	810	1	Romaine	2023	Smolt	M	non
21118	811	1	Romaine	2023	Smolt	F	non
21121	812	2	Puyjalon	2023	Smolt	M	non
21125	813	2	Puyjalon	2023	Smolt	M	non
21128	814	2	Puyjalon	2023	Smolt	M	non
21129	815	2	Puyjalon	2023	Smolt	F	non
21138	816	1	Romaine	2023	Smolt	F	non
21142	817	2	Puyjalon	2023	Smolt	F	non
21144	818	2	Puyjalon	2023	Smolt	F	non
21T05	819	1	Romaine	2023	Tacon	F	oui
21T16	820	2	Puyjalon	2023	Tacon	F	non
21T28	821	1	Romaine	2023	Tacon	F	oui
22T45	822	1	Romaine	2023	Tacon	F	non
22T50	823	1	Romaine	2023	Tacon	F	oui
