Ne																																																																																		
npops = 14																																																																																		
nloci = 41																																																																																		
																																																																																		
	NGS-SSsp2210		NGS-SsaD486		Ssa-1.7		Ssa-10.1		Ssa-10.2		Ssa-11.2		Ssa-11.3		Ssa-11.5		Ssa-11.8		Ssa-12.5		Ssa-13.8		Ssa-14.2		Ssa-14.3		Ssa-14.5		Ssa-14.6		Ssa-14.8		Ssa-15.1		Ssa-15.3		Ssa-15.7		Ssa-17.1		Ssa-18.7		Ssa-19.1		Ssa-19.2		Ssa-19.3		Ssa-2.1		Ssa-2.2		Ssa-2.7		Ssa-20.2		Ssa-21.2		Ssa-22.2		Ssa-22.9		Ssa-22.d31		Ssa-25.11		Ssa-25.2		Ssa-26.1		Ssa-4.d44		Ssa-5.2		Ssa-6.2		Ssa-7.12		Ssa-9.3		Ssa-9.8	
20R125	25	49	32	40	49	55	28	37	51	51	58	73	54	57	46	46	64	73	63	69	42	42	54	54	64	64	36	39	42	45	66	66	43	49	53	53	79	79	46	58	68	77	56	83	38	38	55	55	34	34	35	44	43	46	39	42	60	60	59	65	64	67	50	54	39	39	36	51	33	54	35	39	43	43	46	46	30	45	40	46	31	37
20R157	25	45	32	40	52	55	40	40	51	51	43	58	51	63	37	46	73	73	69	69	42	42	42	60	64	70	36	39	45	45	63	69	49	49	53	65	64	64	46	64	71	71	56	56	41	41	49	55	34	34	35	41	34	43	42	42	78	78	56	59	58	64	50	50	39	39	42	51	33	57	35	39	43	49	40	46	45	45	37	37	31	37
20R159	25	45	40	52	55	55	28	28	51	51	49	73	54	57	37	37	73	73	63	69	42	42	42	60	64	64	39	39	45	45	66	66	43	43	53	53	73	73	46	55	68	71	56	62	38	38	52	55	34	34	35	41	34	37	39	42	60	60	59	71	64	64	50	50	39	39	42	51	48	48	39	39	43	49	46	46	45	45	37	40	31	37
20R160	25	45	40	52	55	55	28	28	48	51	43	73	54	54	37	37	73	76	63	69	42	42	42	60	64	64	39	39	45	45	66	66	43	43	62	65	73	79	46	46	68	71	56	56	38	38	49	52	28	34	41	41	34	43	42	42	78	78	71	71	64	64	50	54	39	39	42	51	33	48	39	39	49	49	40	40	45	45	37	40	37	37
20R165	41	45	40	56	46	49	37	40	48	51	49	58	54	54	46	49	73	73	60	69	42	42	42	54	64	70	24	39	42	45	54	66	46	46	65	65	61	73	43	67	59	77	56	62	38	41	52	55	28	34	41	44	37	46	39	39	60	84	65	80	67	70	50	50	39	57	36	42	33	33	35	37	43	49	46	46	36	45	37	37	34	34
20R181	25	45	36	44	52	52	40	43	48	51	49	49	57	57	37	37	73	73	69	72	42	42	42	54	67	70	36	36	45	45	60	69	43	49	53	53	64	64	46	64	68	71	56	65	38	38	49	52	34	34	35	38	37	43	42	42	75	78	56	80	58	64	50	50	39	39	42	42	33	33	35	35	49	49	46	46	30	45	37	46	28	34
20R201	45	45	40	40	52	52	40	40	51	51	43	73	63	63	37	37	73	73	69	69	42	42	42	54	67	67	36	36	42	45	57	60	43	49	50	62	70	79	46	64	71	71	56	56	38	41	52	55	34	34	35	41	34	37	39	42	78	78	56	80	58	58	50	50	39	39	42	42	33	33	35	35	49	49	40	46	30	45	40	46	31	34
20R337	45	45	32	40	52	55	28	28	51	51	43	73	54	63	37	37	73	73	69	69	42	42	42	54	67	70	36	39	45	45	57	66	43	49	50	62	70	79	64	64	68	71	56	56	41	41	55	55	28	34	35	41	34	37	42	42	60	78	59	80	64	64	50	54	39	39	42	57	33	48	35	37	43	49	40	46	30	45	37	46	31	31
20R340	25	45	52	52	49	55	28	40	48	51	49	58	57	63	37	46	73	73	69	72	42	42	42	54	64	67	36	39	42	45	60	69	43	49	53	65	64	73	46	64	71	77	62	80	38	38	52	55	28	34	35	35	37	46	39	42	60	78	71	80	64	70	50	50	39	39	36	42	33	33	35	37	49	49	46	46	30	45	37	37	31	34
20R353	25	45	40	40	52	55	28	28	51	51	73	73	63	63	37	46	64	73	69	69	42	48	42	60	64	67	36	39	45	45	?	?	43	43	50	53	70	73	?	?	71	71	56	62	38	38	52	55	28	34	41	41	34	43	42	42	?	?	56	71	58	64	50	54	39	39	51	51	33	54	35	39	49	49	40	46	30	45	37	37	31	31
20R357	45	49	52	52	49	55	28	40	45	51	43	58	54	57	37	46	73	76	63	72	42	42	42	60	64	64	39	42	45	45	66	66	43	43	53	53	73	79	46	55	68	68	62	62	38	38	52	55	34	34	35	41	34	43	39	42	60	60	71	71	64	64	50	54	39	51	36	51	33	54	35	39	49	49	40	46	45	45	40	40	31	37
20R369	45	45	32	40	49	52	28	43	51	51	58	58	51	57	37	49	73	73	69	69	42	42	42	54	67	70	36	36	45	45	57	60	46	49	53	62	67	73	46	64	71	77	56	62	38	38	55	55	34	37	35	35	43	43	39	39	60	78	71	80	64	64	50	54	39	48	42	42	54	57	39	39	49	49	40	46	45	45	37	40	31	37
20R397	25	41	32	52	52	55	37	40	48	51	43	73	54	63	37	46	64	73	69	69	42	42	42	42	64	64	36	39	45	45	66	69	49	49	62	68	64	64	64	64	68	71	62	62	38	38	55	55	34	34	35	41	43	43	39	42	75	78	59	65	61	67	54	56	39	39	36	42	33	57	37	37	49	49	40	46	45	45	40	46	31	31
20R399	25	25	36	52	55	55	37	37	48	51	49	49	54	54	37	37	64	73	69	69	42	42	54	54	64	64	36	36	42	45	60	69	43	49	62	65	61	73	46	64	71	71	56	62	38	38	49	55	28	28	38	41	43	43	42	48	60	60	56	80	58	64	54	54	39	48	42	42	33	33	35	37	49	49	46	46	45	45	40	40	31	37
20R402	?	?	40	40	52	55	28	28	51	51	73	73	54	63	37	46	73	73	69	72	42	48	54	60	64	64	36	36	45	45	57	69	46	49	53	62	64	73	46	64	71	71	62	62	38	38	52	55	34	34	35	41	16	37	42	42	78	78	56	71	61	64	50	54	39	39	36	51	33	33	37	37	43	49	40	46	30	45	37	46	31	37
20R426	25	45	32	36	52	55	28	37	48	51	49	73	54	63	37	46	73	73	69	69	42	42	42	54	64	67	36	36	42	45	60	69	46	49	53	65	73	73	64	64	71	71	56	62	38	41	52	55	28	34	41	41	16	43	39	42	60	78	65	65	61	64	56	56	39	39	36	42	33	33	35	37	49	49	46	46	45	51	37	40	31	37
20R443	25	45	40	52	52	55	28	43	51	51	49	49	54	63	46	46	73	73	69	69	42	48	42	54	64	64	36	39	45	45	57	69	49	49	53	65	64	79	46	64	71	71	56	56	38	41	55	55	34	34	35	41	34	37	39	42	60	78	80	80	64	64	50	50	39	39	42	42	33	57	35	35	49	49	40	46	30	45	37	46	31	37
20R450	25	45	52	56	52	52	28	43	51	51	49	70	42	63	46	46	64	73	69	69	48	48	42	54	64	70	36	39	45	45	69	69	43	49	53	65	64	73	64	64	71	71	56	56	38	41	52	55	34	34	35	41	34	37	39	48	78	78	80	80	64	64	50	50	39	39	36	42	33	57	35	35	43	49	40	46	30	45	37	40	31	37
20R452	?	?	32	52	49	52	28	28	48	51	43	73	57	63	37	46	64	73	69	72	42	48	42	60	64	67	36	42	45	45	57	66	43	43	50	53	70	79	46	64	71	71	56	62	38	41	55	55	34	34	35	41	16	34	42	42	60	78	80	80	64	64	50	50	39	51	36	42	33	54	35	35	43	49	40	40	45	45	37	40	31	31
20R468	25	45	36	40	49	52	28	40	45	51	43	49	54	54	37	49	73	73	69	69	42	42	54	60	64	70	39	39	42	45	63	66	46	49	53	65	67	73	46	64	71	71	56	56	38	41	52	52	34	34	35	35	37	43	42	42	78	78	65	80	64	64	50	54	39	39	42	42	33	33	35	37	49	49	46	46	30	30	40	40	31	37
20R511	25	49	36	40	49	52	28	37	51	51	58	73	57	63	37	49	64	73	69	69	42	42	42	42	64	70	36	39	45	45	66	69	43	43	53	62	64	73	46	64	71	71	56	56	38	38	49	52	34	34	35	35	16	37	42	45	75	81	65	71	64	70	50	54	39	39	42	51	54	54	37	39	49	49	40	46	30	30	40	40	34	37
20R519	45	45	32	40	49	55	28	28	51	51	49	58	51	57	37	46	73	73	63	69	42	42	42	54	64	70	?	?	42	45	63	66	43	43	53	62	61	73	55	64	68	71	56	62	38	38	49	55	34	34	35	41	16	34	42	42	60	78	59	80	64	64	54	56	39	48	36	42	33	57	35	39	43	49	40	46	36	51	40	40	31	31
20R523	25	45	52	56	52	52	28	43	51	51	58	70	42	54	37	46	64	64	69	69	42	48	42	54	64	70	36	39	45	45	69	69	49	49	53	65	64	73	64	64	71	71	56	56	41	41	52	55	34	34	35	41	34	37	42	48	78	78	59	80	64	64	50	50	39	39	36	42	33	33	35	35	49	49	40	46	45	51	37	37	31	31
20R559	25	45	32	40	49	55	37	40	51	51	49	73	57	57	46	46	64	73	69	69	42	42	54	54	64	64	36	36	42	42	60	66	43	49	53	62	61	79	46	46	71	77	56	62	38	41	49	55	28	34	35	35	37	37	42	48	60	60	56	59	58	64	50	54	39	39	36	42	33	54	35	35	43	49	40	46	45	45	40	40	31	31
20R642	25	49	36	52	49	55	28	37	48	51	43	73	54	54	37	46	64	73	69	69	42	42	42	60	64	67	36	36	45	45	60	69	49	49	62	68	64	64	46	64	68	71	56	59	38	41	49	52	34	34	35	41	16	34	39	42	60	78	71	71	64	64	50	50	39	51	36	42	48	57	35	37	49	49	40	46	36	45	37	37	37	37
20R677	25	45	40	40	55	55	37	37	48	51	49	73	54	63	37	37	73	73	63	63	42	42	54	54	64	64	36	39	42	45	66	66	49	49	53	65	64	73	46	46	68	71	56	56	38	38	55	55	34	34	35	44	37	46	42	45	75	78	59	80	64	64	50	50	39	39	42	51	33	48	35	35	43	49	46	46	30	30	37	46	37	37
20R732	25	45	32	44	52	52	28	43	51	51	49	73	54	54	37	46	73	73	69	69	42	48	42	54	64	64	36	39	45	45	66	69	43	49	53	53	64	79	46	55	68	68	56	59	38	38	52	52	34	34	35	41	34	37	42	42	60	78	59	80	67	67	50	54	39	39	36	57	48	66	35	37	49	49	40	46	30	45	37	40	31	31
20R733	45	45	32	52	49	52	37	40	51	51	58	73	51	54	37	37	73	73	69	69	42	42	42	42	64	70	36	36	45	45	57	57	46	49	53	62	67	73	46	64	71	77	56	62	38	38	55	55	28	34	35	35	16	43	39	39	78	78	59	71	64	67	50	56	39	39	36	36	57	57	37	39	49	49	46	46	30	51	40	40	31	31
20R756	25	45	32	36	52	55	37	43	51	51	49	73	54	57	37	46	64	73	69	72	42	48	42	60	64	70	39	39	42	45	63	66	49	49	53	62	67	79	46	55	68	77	56	56	38	41	52	52	28	34	35	35	43	43	42	42	78	78	65	80	64	67	50	54	39	39	36	42	33	54	35	37	49	49	40	46	30	51	37	37	31	31
20R770	25	45	40	44	49	55	40	40	51	51	49	58	51	54	46	46	73	73	69	69	42	42	42	42	64	64	36	39	45	45	66	69	43	49	53	68	64	73	46	64	68	71	56	59	38	38	52	55	34	34	35	41	34	43	42	42	60	78	59	71	64	64	50	54	39	39	42	45	57	66	37	39	49	49	40	46	45	45	37	37	37	37
20R782	25	45	32	40	52	52	28	28	51	51	43	73	63	63	37	37	64	73	69	69	48	48	42	42	64	67	36	39	45	45	57	66	49	49	53	65	64	73	46	46	71	71	56	62	38	38	52	55	34	34	35	41	34	43	42	42	60	78	71	80	64	64	50	54	39	39	42	51	33	54	35	39	43	49	40	46	30	45	37	46	31	31
20R798	25	49	40	52	55	55	37	40	51	51	43	49	54	54	37	46	73	73	63	69	42	48	42	54	64	70	39	39	42	45	66	69	46	49	65	65	73	79	46	58	71	77	56	62	38	41	55	55	28	28	35	35	34	46	42	42	78	78	56	80	61	70	50	50	39	48	42	42	33	57	37	39	43	49	40	46	36	45	37	40	34	37
20R813	25	49	40	52	49	55	40	43	51	51	49	49	54	63	46	46	73	73	69	69	42	42	42	54	64	67	36	36	45	45	60	69	43	49	53	53	67	79	58	64	71	71	56	59	38	41	52	55	34	34	35	41	34	43	39	42	60	75	71	83	64	64	50	56	39	39	45	51	33	66	37	37	49	49	46	46	45	45	37	40	37	37
20R834	25	45	32	44	52	55	28	28	51	51	43	49	54	54	46	49	73	73	69	69	42	42	42	42	64	70	36	39	45	45	66	69	43	43	53	53	64	79	64	64	68	68	56	59	38	41	52	55	34	34	35	41	34	37	39	39	60	60	59	59	67	67	50	54	39	39	?	?	33	66	37	37	49	49	46	46	30	45	40	46	31	31
20R838	45	49	36	56	49	55	28	28	48	51	58	73	51	57	46	46	64	73	69	69	42	48	60	60	64	70	39	42	42	45	63	66	43	49	53	62	61	64	46	64	68	71	62	65	38	38	55	55	34	34	35	38	43	43	39	42	60	60	71	80	64	64	50	56	39	51	36	51	54	57	35	35	49	49	40	40	45	45	40	40	31	34
20R842	45	49	36	40	49	55	28	37	45	48	49	73	57	57	46	46	64	73	69	72	42	48	54	60	64	64	21	39	45	45	60	66	43	43	53	62	79	79	64	64	68	71	62	65	38	38	55	55	34	34	35	38	43	43	39	42	60	60	71	80	64	64	50	56	48	51	36	42	33	54	35	39	49	49	40	46	45	45	40	40	31	31
20R919	25	37	32	40	49	52	28	37	51	54	58	73	54	54	37	46	64	73	72	72	48	48	42	54	64	64	39	39	42	45	66	66	43	46	53	62	73	79	43	46	71	71	56	86	38	38	?	?	34	34	35	35	31	37	39	42	78	78	59	80	64	64	50	50	39	39	42	51	33	57	37	39	49	49	40	46	30	51	37	40	31	34
20R959	25	49	32	48	52	55	28	37	51	51	73	73	54	57	46	46	64	73	69	72	42	42	42	42	64	70	36	39	45	45	66	69	49	49	53	62	67	79	46	46	71	71	56	62	38	38	49	52	28	34	35	41	43	43	?	?	78	81	71	80	64	64	50	50	39	48	36	51	54	60	35	35	49	49	40	46	30	51	37	37	31	31
20R016	25	49	52	56	55	55	37	40	51	51	49	58	54	57	37	46	73	73	63	72	42	48	42	54	64	70	39	39	42	45	66	69	43	46	62	65	64	79	46	58	71	71	59	62	41	41	52	55	28	37	35	44	16	46	42	42	60	78	80	80	64	70	50	50	39	39	42	42	33	33	35	35	49	49	40	46	36	45	40	46	34	37
20R019	?	?	36	40	52	52	28	43	51	51	49	73	57	63	37	46	73	73	?	?	42	42	42	54	67	67	36	36	45	45	60	60	43	43	62	62	64	73	46	46	71	71	62	62	38	38	55	55	34	34	35	35	16	43	42	42	60	78	65	80	61	64	50	54	39	39	36	42	33	57	35	39	49	52	46	46	30	45	37	37	37	37
20R041	25	41	40	56	55	55	28	40	51	51	49	49	54	57	37	46	73	73	63	69	42	42	42	42	64	64	36	39	42	42	63	69	43	46	62	62	64	73	46	46	71	77	56	62	38	38	52	55	28	28	35	35	34	43	39	42	60	78	65	80	61	67	50	54	39	39	42	42	33	57	35	37	49	49	46	46	45	45	37	40	34	37
20R805	45	49	32	40	49	52	28	40	51	51	43	43	54	54	37	37	73	76	69	72	42	42	42	60	64	70	36	36	42	45	57	63	43	46	53	62	73	79	46	64	71	71	56	80	38	38	52	55	34	34	35	38	43	43	42	42	60	78	59	80	64	64	50	54	39	39	42	51	33	33	35	35	49	49	46	46	45	45	40	46	31	37
20R807	25	45	52	56	49	49	28	37	45	48	49	58	57	57	46	46	73	73	69	69	42	42	60	60	64	70	39	42	42	45	63	66	43	49	53	62	61	64	64	64	71	71	62	65	38	38	55	55	34	34	35	38	43	43	39	42	60	78	71	80	64	64	50	56	48	51	36	42	33	54	35	37	49	49	40	46	45	45	40	40	31	31
20R832	25	45	40	52	49	52	28	28	51	51	49	58	51	54	37	46	73	73	69	72	42	48	60	60	70	70	39	39	42	42	63	63	43	49	53	62	61	67	46	46	71	71	56	56	38	41	49	52	34	37	35	41	16	43	?	?	60	78	80	83	64	64	56	56	39	48	51	51	33	57	35	39	49	49	46	46	30	51	37	40	31	31
20R859	25	25	40	56	49	52	28	43	51	51	73	73	51	63	37	46	64	64	69	69	42	48	54	54	64	64	36	36	42	42	60	60	43	49	53	65	61	64	43	64	71	71	56	62	38	41	52	55	34	34	35	44	16	43	39	39	60	78	59	65	64	70	50	54	39	39	36	42	54	66	35	35	49	49	46	46	30	51	37	40	31	37
21R004	49	49	52	56	55	55	37	40	51	51	43	49	54	54	37	46	73	73	69	69	42	42	42	42	64	70	39	39	42	42	66	66	43	46	53	62	64	73	58	64	71	71	56	59	38	41	52	52	28	37	35	35	34	46	39	42	60	60	80	80	64	70	50	50	39	48	42	42	33	57	37	39	49	49	40	46	45	45	37	46	34	34
21R005	25	25	32	52	52	52	28	40	51	51	58	73	51	54	37	46	64	64	69	69	42	42	42	54	64	70	36	39	45	45	69	69	49	49	53	65	61	79	43	64	71	71	56	56	38	41	52	55	34	34	41	44	37	37	?	?	78	78	56	80	61	64	50	50	39	39	42	48	33	66	37	39	43	49	40	46	30	45	37	37	31	31
21R181	25	49	52	52	52	52	28	40	48	51	43	73	54	63	46	46	73	73	69	72	42	42	42	42	64	70	36	39	45	45	57	66	43	49	56	68	64	79	46	46	71	71	56	59	38	38	52	52	34	34	35	35	16	43	39	42	60	81	71	83	64	64	50	50	39	39	36	45	33	33	35	37	49	49	46	46	45	45	37	37	31	37
pop = 2018PU																																																																																		
20R342	45	49	40	52	52	52	28	37	48	51	58	73	54	63	37	46	73	73	69	69	42	48	60	60	64	64	36	39	45	45	69	69	49	49	62	65	73	79	46	64	71	71	62	83	38	38	55	55	28	34	35	35	37	46	42	42	60	78	56	65	61	64	50	54	39	39	36	42	33	33	35	35	43	49	40	46	45	45	37	40	31	34
20R419	49	49	32	36	46	52	28	40	45	51	58	58	57	57	37	46	73	73	69	69	42	48	42	42	64	64	39	39	42	45	66	66	43	49	62	62	64	67	55	55	71	77	56	83	38	41	52	52	34	34	35	38	43	43	42	42	60	60	65	80	61	64	50	50	39	39	36	42	33	54	37	39	43	49	40	46	45	45	37	37	31	34
20R644	25	45	32	56	55	58	37	43	51	51	49	73	54	57	46	46	64	73	69	69	42	48	42	54	64	70	36	39	45	45	66	69	49	49	62	62	79	79	43	55	71	71	56	62	38	41	52	52	28	34	35	35	43	43	15	45	78	81	59	65	64	67	50	50	39	48	36	36	33	54	35	37	49	49	40	46	30	45	37	40	31	34
20R812	?	?	36	40	52	55	28	37	51	51	49	73	54	54	37	46	73	73	69	72	42	48	42	54	64	70	36	39	45	45	57	66	43	46	53	53	64	73	46	55	68	71	56	56	38	41	49	55	28	34	35	35	34	43	39	42	78	78	80	80	64	64	50	50	39	39	42	42	33	57	35	39	49	49	40	40	30	45	37	40	37	37
20R895	25	45	32	40	52	55	28	40	45	51	49	73	54	57	37	46	64	73	69	69	42	48	42	60	64	64	39	42	45	45	66	66	46	46	49	62	73	73	46	46	71	71	56	62	38	41	49	49	34	34	35	35	34	43	42	42	78	78	80	80	64	67	50	54	39	39	42	51	33	54	35	37	43	49	40	46	30	51	37	46	34	37
20R809	25	49	36	40	49	55	37	40	51	51	58	73	54	57	46	49	73	73	69	69	42	42	54	54	64	64	39	39	45	45	66	66	46	49	53	62	64	73	46	55	68	71	83	83	38	38	52	55	28	28	35	35	43	43	42	42	78	78	71	80	64	64	50	54	51	51	36	42	54	57	35	39	49	49	40	46	30	45	37	37	31	31
21R009	25	45	40	52	55	55	28	37	45	51	43	49	51	54	37	46	73	73	69	72	48	48	42	54	64	67	36	39	45	45	60	66	43	46	49	62	64	73	46	46	71	71	56	56	41	41	52	55	28	28	35	35	37	46	42	42	75	75	59	65	64	67	50	50	39	39	36	36	33	48	35	37	49	49	40	46	36	51	37	40	37	37
21R020	45	65	32	36	49	55	37	40	51	57	49	73	63	63	37	49	73	73	63	69	42	42	42	60	64	64	36	39	45	45	57	66	43	43	53	53	73	73	55	55	68	71	56	56	41	41	55	55	34	34	35	41	34	34	39	42	78	78	77	80	64	64	50	50	39	39	42	51	33	57	35	37	49	49	46	46	45	45	37	40	31	31
21R030	25	49	32	40	49	52	28	40	45	51	58	73	57	63	46	46	64	73	69	72	42	48	54	54	64	67	36	36	45	45	60	60	43	46	49	62	64	73	46	46	68	68	56	62	38	41	52	55	34	34	35	35	43	46	42	42	?	?	65	80	64	67	50	54	39	39	36	51	33	54	37	39	43	49	40	46	36	45	37	46	34	34
21R052	25	25	40	40	49	55	37	43	48	51	43	73	54	63	37	46	73	73	69	69	42	42	42	54	64	70	36	39	42	45	60	63	43	49	53	62	64	64	64	64	68	71	56	56	38	41	49	52	34	34	35	41	16	46	42	42	78	78	56	65	64	67	50	50	39	39	36	42	33	33	37	39	49	49	40	46	36	45	37	37	31	31
21R058	25	49	40	52	55	55	28	37	45	51	49	73	54	57	37	46	64	73	69	69	42	48	42	54	64	70	36	39	42	45	60	66	46	46	49	53	73	73	46	58	71	71	59	62	38	41	52	52	28	34	35	35	43	46	39	42	78	78	80	80	64	67	50	54	39	39	42	51	33	54	39	39	43	49	40	46	45	45	37	40	34	37
21R063	49	65	32	40	55	55	37	37	51	51	58	58	54	57	37	49	64	73	69	72	42	48	54	60	64	64	39	42	45	45	66	66	49	49	53	68	64	67	46	55	71	71	56	62	38	41	49	55	28	34	35	35	34	43	39	42	78	78	65	80	64	64	50	50	39	39	36	51	54	57	35	37	43	49	40	40	36	51	37	40	37	37
21R075	49	49	36	52	52	55	?	?	48	51	73	73	63	63	46	46	73	73	69	69	42	48	42	54	64	64	36	36	45	45	60	60	49	49	53	62	64	64	46	58	71	71	56	62	38	38	49	55	34	34	35	35	16	37	?	?	75	78	56	83	61	64	50	50	39	39	42	48	33	33	35	39	49	49	46	46	45	45	37	40	34	34
21R096	45	45	32	40	52	55	28	40	45	51	49	73	54	57	46	46	64	64	69	69	42	42	42	60	64	70	36	36	45	45	57	69	46	46	49	62	73	73	46	55	71	71	56	56	41	41	49	52	34	34	35	41	34	34	42	45	78	78	65	71	64	67	50	50	39	39	36	42	33	54	35	37	43	49	40	40	30	51	37	40	37	37
21R101	49	65	40	40	52	55	40	43	48	51	58	58	54	54	37	46	64	64	69	69	42	42	42	42	64	64	36	36	42	45	57	63	49	49	53	53	64	79	46	46	71	71	56	56	38	41	55	55	28	34	35	35	37	37	42	42	78	81	80	80	61	64	50	54	39	39	42	51	33	57	35	37	43	49	40	46	30	30	37	37	31	37
21R104	25	45	40	40	49	52	28	40	48	51	49	73	54	54	37	46	64	73	69	69	42	48	42	60	64	70	36	36	45	45	57	63	46	46	62	62	64	73	64	64	71	71	56	56	38	41	49	55	34	34	35	35	37	37	42	42	60	78	56	71	64	67	50	50	39	39	42	42	33	57	35	37	43	49	40	40	30	45	37	37	31	37
21R133	25	49	40	40	52	55	28	43	45	51	49	73	54	57	37	46	64	73	69	72	42	48	42	54	64	64	36	39	45	45	60	66	46	49	53	62	67	73	46	64	71	71	62	65	38	38	49	52	34	34	35	35	37	43	42	42	78	78	71	80	64	67	50	54	39	39	42	51	33	54	35	39	43	43	40	46	30	45	37	40	31	37
21R137	49	49	32	36	55	58	40	40	51	57	43	73	54	63	37	37	73	73	69	72	42	42	42	42	64	64	39	39	45	45	63	66	43	46	53	53	64	79	55	64	68	71	56	62	38	41	52	55	34	34	35	44	43	43	39	39	60	81	59	71	64	64	50	54	39	39	48	48	33	33	37	39	49	49	46	46	30	45	37	40	31	31
21R211	25	37	40	40	49	52	?	?	48	51	58	73	54	54	37	37	64	73	69	69	42	48	54	54	64	64	36	36	42	45	60	69	46	49	62	65	64	64	64	67	71	71	56	56	38	41	52	55	28	34	35	35	34	43	39	42	60	78	?	?	58	67	50	50	39	39	42	42	33	57	35	37	49	49	40	40	30	45	37	37	31	37
21R220	25	49	32	36	49	52	37	40	51	51	43	73	54	63	37	46	73	73	69	72	42	42	42	54	64	64	21	36	42	45	57	60	43	46	53	53	64	79	46	55	71	71	62	62	38	38	52	55	34	34	35	44	43	43	?	?	60	60	65	71	64	70	50	54	39	51	42	42	33	54	37	37	49	49	40	46	30	30	37	46	28	31
21R263	25	25	32	40	52	55	28	37	45	51	58	73	54	57	37	46	64	64	69	69	42	48	42	54	64	64	36	36	42	45	60	63	43	46	49	56	73	79	46	64	71	71	62	62	38	38	52	55	28	34	35	35	37	43	42	42	60	78	80	80	64	67	50	50	39	39	42	51	33	57	?	?	49	49	40	46	45	51	37	40	37	37
21R264	45	49	40	44	46	52	28	28	51	51	49	58	57	57	37	46	73	73	69	72	42	42	54	54	64	70	36	36	45	45	57	69	43	43	62	62	64	79	55	64	71	77	56	62	38	38	55	55	34	34	35	41	31	43	39	39	60	60	71	80	64	64	50	50	39	39	42	51	?	?	37	37	49	49	46	46	30	45	40	40	34	37
21R310	25	49	32	36	49	55	37	40	51	51	43	73	54	63	37	37	73	73	69	69	42	42	42	48	64	64	39	39	45	45	63	66	43	43	53	65	64	73	55	64	68	71	56	62	38	41	52	55	34	34	35	44	43	43	42	48	60	81	71	71	64	70	50	54	39	51	42	42	33	33	35	37	49	49	46	46	30	45	37	46	28	34
21R312	25	37	52	52	49	55	28	37	48	51	49	73	54	57	37	46	64	73	69	69	42	42	42	54	64	64	36	39	45	45	66	69	46	46	53	62	64	79	64	64	68	77	56	56	38	41	52	52	34	34	35	35	37	43	42	45	60	78	80	80	64	67	50	50	39	39	42	42	33	57	35	37	49	49	46	46	45	45	37	37	31	37
21R365	37	45	40	40	49	52	28	37	51	51	43	58	51	63	37	46	73	73	63	69	42	42	42	48	64	70	36	39	45	45	66	69	43	43	53	62	64	73	46	64	68	71	62	62	38	38	55	55	34	34	35	41	34	34	42	45	60	75	71	83	64	64	54	54	39	39	42	51	33	57	35	39	43	49	40	46	30	45	40	46	28	37
22R298	49	49	32	40	52	58	37	40	51	51	49	73	57	57	37	37	73	73	69	69	42	48	54	54	64	64	21	36	42	45	57	60	43	49	53	65	64	73	46	46	71	71	56	56	38	41	49	52	28	34	35	35	37	46	42	48	75	78	59	80	64	64	50	50	?	?	36	42	33	57	37	37	43	49	46	46	30	45	37	37	31	34
pop = 2019PU																																																																																		
21R088	25	45	36	40	49	49	37	40	51	51	49	49	57	63	37	46	64	73	69	69	42	48	42	54	64	64	21	36	42	45	57	60	49	49	53	62	64	73	46	67	71	71	56	62	38	41	49	55	34	34	35	41	34	43	39	42	?	?	56	80	61	70	50	50	39	39	42	42	33	57	35	37	43	49	46	46	45	45	40	40	31	31
21R112	25	49	40	52	49	52	28	40	48	48	58	58	54	57	37	49	73	73	69	69	42	42	42	42	64	70	36	36	42	45	63	69	43	49	53	62	64	79	46	64	68	71	59	74	38	41	52	55	34	34	35	41	34	43	42	42	60	78	80	80	64	64	50	56	39	39	51	51	?	?	35	37	49	49	40	46	36	45	37	40	31	34
21R113	45	45	40	40	46	52	28	40	51	51	43	49	54	63	37	46	73	73	69	69	42	48	42	42	64	64	39	42	42	45	66	66	43	49	62	62	61	73	55	64	71	71	62	65	38	38	49	55	34	34	35	41	34	43	39	42	78	78	56	56	61	64	50	50	39	39	42	42	33	57	35	37	43	49	40	40	45	45	37	40	31	31
21R129	45	45	36	40	52	55	28	40	51	51	43	58	54	54	37	37	64	73	69	69	42	48	42	54	64	64	39	39	45	45	66	66	43	49	53	62	73	73	46	64	68	71	62	62	38	38	49	55	34	34	35	41	34	43	39	42	?	?	56	83	61	64	50	50	39	39	42	42	33	33	35	37	49	49	40	46	36	45	40	40	31	31
21R195	25	45	40	52	49	52	37	37	51	51	49	73	63	63	46	46	64	73	69	69	42	48	42	42	64	64	36	39	45	45	57	66	49	49	53	62	64	73	55	67	71	71	56	62	38	38	49	49	34	34	35	41	34	43	39	42	78	78	80	80	64	70	50	50	39	39	42	48	33	57	35	37	43	49	46	46	45	45	40	40	31	31
21R229	45	65	32	40	52	55	28	37	51	51	43	49	54	63	37	46	73	73	69	69	42	42	42	42	64	64	36	42	42	45	57	66	43	43	53	62	61	73	55	64	68	71	62	62	38	38	49	55	34	34	35	41	34	43	39	42	?	?	56	65	61	64	50	54	39	39	42	42	33	57	35	37	43	49	40	40	45	45	40	40	31	31
