ID	Origin	Stage	Year	Sex	Population	Assigned	Stocking_Year	Mom	Dad	Cross	Type	AgeRiv	Cohorte	Notes
22SA020	Adultes	Adult	2022	M	Puyjalon	non	NA	NA	NA	NA	W	NA	#VALEUR!	
22SA021	Adultes	Adult	2022	M	Puyjalon	oui	2017	13140	13031	1314013031	NoTreatment	3	2017	
22SA022	Adultes	Adult	2022	M	Puyjalon	non	NA	NA	NA	NA	W	NA	#VALEUR!	
22SA023	Adultes	Adult	2022	F	Puyjalon	non	NA	NA	NA	NA	W	NA	#VALEUR!	
22SA024	Adultes	Adult	2022	F	Romaine	oui	2018	13093	13154	1309313154	NoTreatment	2	2018	
22SA025	Adultes	Adult	2022	M	Puyjalon	non	NA	NA	NA	NA	W	NA	#VALEUR!	
22SA026	Adultes	Adult	2022	M	Puyjalon	non	NA	NA	NA	NA	W	NA	#VALEUR!	
22SA027	Adultes	Adult	2022	F	Puyjalon	non	NA	NA	NA	NA	W	NA	#VALEUR!	
22SA028	Adultes	Adult	2022	F	Ind	non	NA	NA	NA	NA	W	NA	#VALEUR!	
22SA029	Adultes	Adult	2022	F	Puyjalon	non	NA	NA	NA	NA	W	NA	#VALEUR!	
22SA030	Adultes	Adult	2022	F	Puyjalon	oui	2017	13120	13108	1312013108	NoTreatment	3	2017	
22SA031	Adultes	Adult	2022	F	Puyjalon	non	NA	NA	NA	NA	W	NA	#VALEUR!	
22SA032	Adultes	Adult	2022	F	Romaine	oui	2018	14076	13111	1407613111	NoTreatment	2	2018	
22SA033	Adultes	Adult	2022	M	Puyjalon	non	NA	NA	NA	NA	W	NA	#VALEUR!	
22SA034	Adultes	Adult	2022	F	Puyjalon	non	NA	NA	NA	NA	W	NA	#VALEUR!	
22SA035	Adultes	Adult	2022	F	Romaine	non	NA	NA	NA	NA	W	NA	#VALEUR!	
17R0002	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0004	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0005	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0006	SmoltWSP	Smolt	2017	M	Puyjalon	oui	2015	14A012	14A011	14A01214A011	NoTreatment	2	2015	
17R0007	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0008	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0009	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	3	2014	
17R0010	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	4	2013	
17R0012	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0013	SmoltWSP	Smolt	2017	F	Puyjalon	oui	2015	14A005	14A009	14A00514A009	NoTreatment	2	2015	
17R0014	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0015	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0017	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0018	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0020	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	4	2013	
17R0021	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0022	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0023	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0024	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0029	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0031	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0032	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0033	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0034	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0035	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0036	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0038	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0039	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0040	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0041	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0042	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0045	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	3	2014	
17R0046	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0056	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0058	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0061	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0063	SmoltWSP	Smolt	2017	M	Ind	non	NA	NA	NA	NA	W	3	2014	
17R0067	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0071	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0072	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0073	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0074	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	NA	2	2015	No
17R0075	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0076	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0077	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0078	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0079	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0080	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0081	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0082	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0083	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0084	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0085	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0086	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0087	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0088	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0089	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	3	2014	
17R0090	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0091	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0092	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0094	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0096	SmoltWSP	Smolt	2017	M	Puyjalon	oui	2015	14A005	14A004	14A00514A004	NoTreatment	2	2015	
17R0098	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0100	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	NA	#VALEUR!	
17R0102	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	4	2013	
17R0104	SmoltWSP	Smolt	2017	F	Puyjalon	oui	2015	14A012	14A011	14A01214A011	NoTreatment	2	2015	
17R0106	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0108	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	NA	#VALEUR!	
17R0110	SmoltWSP	Smolt	2017	F	Puyjalon	oui	2015	14A012	14A011	14A01214A011	NoTreatment	2	2015	
17R0112	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0114	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0116	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0118	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0120	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0122	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0124	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0126	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0128	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	4	2013	
17R0132	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0136	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0138	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0145	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0146	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	4	2013	
17R0147	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0148	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0149	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0150	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0151	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0153	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0154	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0158	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	NA	2	2015	No
17R0160	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0162	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0164	SmoltWSP	Smolt	2017	F	Puyjalon	oui	2015	14A012	14A004	14A01214A004	NoTreatment	2	2015	
17R0166	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0168	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	4	2013	
17R0172	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0174	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0176	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0178	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	NA	2	2015	No
17R0180	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0182	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0185	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	4	2013	
17R0186	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0187	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0188	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0189	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0190	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0191	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0192	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0193	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0194	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0196	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0198	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0200	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	3	2014	
17R0202	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0203	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0204	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0205	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	4	2013	
17R0206	SmoltWSP	Smolt	2017	F	Puyjalon	oui	2015	14A012	14A004	14A01214A004	NoTreatment	NA	2015	
17R0207	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0208	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0209	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0210	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0211	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0213	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0215	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0217	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0218	SmoltWSP	Smolt	2017	M	Puyjalon	oui	2015	14A016	14A009	14A01614A009	NoTreatment	2	2015	
17R0219	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0220	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0221	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0222	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0223	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0224	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0225	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0226	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0227	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0228	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0230	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0232	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0234	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0236	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0238	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0240	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	4	2013	
17R0242	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0244	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0246	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0248	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0252	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0253	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0254	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0255	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0256	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0257	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0258	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0259	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0260	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0261	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0263	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0265	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0267	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0269	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0271	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0273	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0276	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0277	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0278	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0279	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0280	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0281	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0282	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0283	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0284	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0285	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0286	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0287	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0288	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0292	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0293	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0295	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0298	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0299	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0300	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0301	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0302	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0303	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0304	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	4	2013	
17R0305	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0306	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0307	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	4	2013	
17R0309	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0310	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0311	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0312	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0313	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0314	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0315	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0317	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0318	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	NA	#VALEUR!	
17R0319	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0321	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0323	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0325	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0327	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0329	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0331	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0334	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0337	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0343	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0344	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0345	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0346	SmoltWSP	Smolt	2017	F	Puyjalon	oui	2015	14A016	14A011	14A01614A011	NoTreatment	2	2015	
17R0347	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0348	SmoltWSP	Smolt	2017	M	Puyjalon	oui	2015	14A016	14A009	14A01614A009	NoTreatment	2	2015	
17R0350	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0351	SmoltWSP	Smolt	2017	M	Puyjalon	oui	2015	14A012	14A011	14A01214A011	NoTreatment	NA	2015	
17R0353	SmoltWSP	Smolt	2017	F	Puyjalon	oui	2015	14A012	14A004	14A01214A004	NoTreatment	2	2015	
17R0354	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0356	SmoltWSP	Smolt	2017	M	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0357	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	4	2013	
17R0366	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0367	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0368	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	NA	2	2015	No
17R0369	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0371	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0372	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0373	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	4	2013	
17R0386	SmoltWSP	Smolt	2017	F	Puyjalon	oui	2015	14A012	14A011	14A01214A011	NoTreatment	2	2015	
17R0391	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0396	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0397	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	NA	2	2015	No
17R0403	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0404	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	3	2014	
17R0406	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	NA	2	2015	No
17R0407	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	NA	2	2015	No
17R0408	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0410	SmoltWSP	Smolt	2017	M	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0413	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	NA	2	2015	No
17R0414	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	W	2	2015	
17R0415	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	NA	2	2015	No
17R0417	SmoltWSP	Smolt	2017	M	Puyjalon	oui	2015	14A003	14A009	14A00314A009	NoTreatment	NA	2015	
17R0418	SmoltWSP	Smolt	2017	F	Puyjalon	oui	2015	14A003	14A011	14A00314A011	NoTreatment	2	2015	
17R0419	SmoltWSP	Smolt	2017	M	Puyjalon	oui	2015	14A003	14A009	14A00314A009	NoTreatment	2	2015	
17R0421	SmoltWSP	Smolt	2017	M	Puyjalon	oui	2015	14A003	14A011	14A00314A011	NoTreatment	2	2015	
17R0422	SmoltWSP	Smolt	2017	F	Romaine	non	NA	NA	NA	NA	W	2	2015	
17R0423	SmoltWSP	Smolt	2017	F	Puyjalon	non	NA	NA	NA	NA	NA	2	2015	No
